Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
squirrel	endangered,threatened	endangered,white,poisonous,small,large	happy,hungry,dead	hungry,dead	dead	poisonous,dead,free,endangered	nocturnal,migratory	nocturnal,edible	named,known	endangered,edible,fat,extinct	happy,joyah,eating,afraid,evalle	crazy,funny,gone,hungry,a,afraid,alive	alive,dead,crazy,missing	cute,scared,happy,asleep
squirt gun	empty,loaded,fired,used	obsolete,used,simple	used,loaded		loaded,mine,yours,removable	loaded,used,useless,cocked,available,fired	produced,fitted,available,used,mounted,automatic	available,used	silent,used	portable,available,used,reusable,removable	rated,unlocked,adjustable	fired,available,used		handy,adjustable
stained glass	original,stained	original,beautiful,expensive	intact,original,clear		intact,stained,broken	illuminated,unique,stained,painted	stained	stained,original	stained,original	painted,used,unique,illuminated	stained,reproduced,painted,included	stained,painted	beautiful,stained,framed	decorative
stair	empty,open,closed,broken	narrow,high,straight,long,steep	steep,broken,descending,clear	up,broken,taken,descending	locked,descending,closed,empty,broken	open,broken	reached,steep,long	locked,covered	open,long,accessible	long	plugged,electrified,adjustable,navigable,accessed	electrified,broken,paved,covered	locked,closed,gone,closing	repaired,navigable,inaccessible
stake	fixed	empty,taken,fixed,small,large,high	small,mine,huge,significant,public	small,high	disputed,public,theirs,mine	fixed,empty,divided	disputed,held,listed,owned	divided,held	sold,owned	sold,taken,held,high	evalle,joyah,buried	raised,a	broken,there,empty,dead	
stalagmite	exposed,preserved,smooth,complete	solid,hard	here,dead,there,poisonous,visible	intact,hollow,broken,complete,visible	extinct,dead,gone,dying	convex,spherical,hollow,smooth	named		poisonous,edible,radioactive,known	broken,hollow,tall,long,high	morphological,characterized,twinned,characterised	extinct,edible,poisonous,known	radioactive,labeled,known,edible	spherical,edible
stamp	stamped,numbered,printed,valid,unique	commemorative,circular,signed,unique,engraved,inscribed	complete,dated,pictured,signed	blank,missing,signed	pictured,stamped,copyrighted	inscribed,signed,printed,valid,stamped	stamped,issued	dated,signed	signed,numbered,dated	reversible,valid,numbered,issued,unique,dated	encrypted,reproduced,archived	printed,gone,a,painted		engraved,adjustable
stamp	stamped,numbered,printed,valid,unique	commemorative,circular,signed,unique,engraved,inscribed	complete,dated,pictured,signed	blank,missing,signed	pictured,stamped,copyrighted	inscribed,signed,printed,valid,stamped	stamped,issued	dated,signed	signed,numbered,dated	reversible,valid,numbered,issued,unique,dated	encrypted,reproduced,archived	printed,gone,a,painted		engraved,adjustable
staple	edible,eaten	food				simple	sweet		eaten,edible,named,used,available,known	used,long	found,barbed,edible	gone,lacking,woven,a,inserted		adjustable,punched,clipped,inserted,clamped,disposable
staple gun	used,removed	obsolete,used	used	used,broken	loaded,cheap,needed	loaded,available,used,fixed,useless,fired	used,produced,available,automatic	used,loaded	included,used	available,used,interchangeable	rated,adjustable	available,used,a	loaded,good,handy,optional,covered	electrified,adjustable,optional
stapler	fixed,available,used,broken	used	complete,used,broken	used,broken	mine	required,available	eaten,included,edible	used,closed	used,long	adjustable,used,interchangeable,reusable,removable	plugged,inserted,adjustable	used,handy	here,done,gone	adjustable
star fruit	edible,poisonous	fruit,edible,poisonous	yellow,red,white,orange,present	here,fruit,edible,red	edible,ripe	eaten,poisonous,edible,ripe	white,edible	black,edible,green,white	edible,red,white,known	edible,red,long,known	milky,joyah,edible	grown,abundant,edible		
starfish	edible,common,poisonous	extinct,edible,eaten,large	dead,edible	extinct,dead,alive,endangered,pictured,small,edible	dead,edible,harmless	endangered,threatened,poisonous,edible,abundant	edible,named,poisonous,migratory	endangered,edible	poisonous,edible,named,known	edible,large,long,known	endangered,twinned,evalle,joyah,edible,poisonous,koppen	cute,gone,alive	here,dead,alive	poisonous,edible
station wagon	available,unique	standard,optional	marked,pictured,loaded,complete,empty	unique,new,small	damaged,empty,pictured	loaded,listed,preserved,available	used,named,preserved		long,numbered,built,marked	available	furnished,electrified,twinned	parked,numbered,gone,a,here	parked,here,packed,loaded	adjustable
statue	unique,preserved	small,broken	complete,inscribed,damaged	complete	pictured	preserved,extant	named,lost,missing		tall,named	tall	twinned,preserved,venerated,inscribed	haunted	beautiful,famous,framed,tall	pictured,conserved,engraved,photographed
steak	cooked,edible	good,cold,cooked	cooked,tender,good	perfect,delicious,good,cooked,done,rare	tender,cooked	edible,cooked,eaten	edible,eaten,served,cooked	edible,smoked,eaten,vegetarian,fried	edible,cooked,tender,long	cooked,cut,prepared,grilled,smoked,rare	fried,spicy,joyah,juicy,good,delicious	fried,juicy,good,cooked,delicious	good,pretty	spicy,cooked,tender,juicy
steamroller	preserved,used		used,pictured,loaded	broken	ready	listed,named,available	named,active	motorized,electrified,used,unique	included,waterproof	pictured,powered,used,built	manufactured,patented,downloadable,rated	available,a	dead,there,done	towed
steering wheel	fixed	steering,rigid,fixed,used	flat,turned,mounted,adjustable	round,pictured,broken	spinning,locked,tilted,adjustable	fixed,optional,steering,fitted,rigid	fixed,adjustable,driven,open,automatic	motorized,mounted,adjustable	adjustable,rotated,flat,fixed,removable	provided,adjustable,rotated,fixed,removable	electrified,rotated,adjustable	electrified,towed,adjustable,fixed	adjustable,flat	adjustable,vibrating,rocking
stem	straight,long,smooth	hollow,erect,long,smooth	preserved,visible,long,broken	visible,long	preserved,growing,frozen,edible	hollow	hairy,erect,long	hairy	long	long	barbed	raised,grown	thick,strong,raised	tapered,tubular
step stool	available,used,present	portable,used	broken	pictured,broken	easy,there,empty,yours,complete	available,easy,complete,empty,used	used,removed,available,installed	used,adjustable	removable,used	reversible,adjustable,used,tall,removable	inserted,adjustable	used,included	padded,adjustable,included,covered	adjustable,optional
stereo	portable,available,used	here,good,available,on	good	working,good	stereo,removable	linear,electrified,available	limited,used,stereo	clear,stereo	available,used	available,adjustable	plugged,adjustable,rated	funny,noisy,loud,good	pretty,loud	
stethoscope	available,fixed,used	surgical,portable	used	broken	dead,broken	diagnostic,present,functional,fixed,used	accurate,used,correct,adjustable	used	worn,used	portable,worn,used,adjustable,interchangeable,available	reproduced,adjustable,inserted,shown	used	adjustable,small	magnetic,adjustable,disposable
stew	cooked,edible	good,cold,delicious	delicious,good	finished,cold,hot,done,good	edible,cooked,delicious	boiled,cooked,sweet,prepared,eaten,edible	edible,eaten,cooked	spicy,vegetarian	eaten,edible,hot,cooked,spicy,good	edible,hot,boiled,cold,cooked,fermented,vegetarian	fried,heavenly,spicy,cooked,joyah,edible,delicious	soup,spicy,good,cooked,delicious,edible	good,pretty	addictive,cooked,spicy,edible,delicious
stick	used	empty,straight,long,used,heavy,broken	hollow,used,broken	long,broken,bent,sharp	dead,mine,broken,yours	hollow,broken,sharp,crooked,bent	used	sharp,curved,long	curved,hollow,long	curved,used,broken,short,long,bent	sharpened,adjustable,inserted,barbed	sharpened,sticking,electrified,stuck	there,small,empty,sharp,gone,big,broken	cocked,adjustable
sticker		green,printed,signed,red,yellow		clear	included,pictured,mine,copyrighted	optional,available	used,adjustable		unique,removable,named	reversible,removable	encrypted,downloadable,reproduced	gone,a,my		adjustable,disposable
stiletto	used	long,flat	shown,missing,broken,complete,visible	flat,optional,broken,short,long,small	yours,haunted,closed	worn,optional,used	named		long	worn,used,flat,removable,long,high	easy,joyah,adjustable,twinned,evalle	a	pretty,big	cute,adjustable,gonna,sexy
stilt	used	long,tall	high	finished,there,broken	dry,empty,yours	hollow,bent,broken	named,used	broken,closed	removed,removable,raised,vertical	raised,long,high	easy,twinned,joyah,evalle,barbed	slippery,a,paved	broken,there,done,dead	adjustable,flexible,edible,optional,slippery
stingray		endangered,edible,poisonous	visible,poisonous,red	dead,pictured,endangered,harmless	harmless,lethal,effective	shy,hooked,poisonous,threatened,endangered,edible	migratory,edible,widespread,poisonous,active	male	poisonous,edible,lethal,toxic	poisonous,edible,long,known	allergic,rated	expensive,used,gone,done	here,dead,alive	harmless,alive
stir fry	served,eaten,prepared,used	simple,fried,cooked	ready,done,good	perfect,done,easy,vegetarian	cooked,ready	sweet,prepared,eaten,served,cooked,available	edible,eaten,cooked,poisonous	hot,cooked	used,cooked,done	served,edible,cooked,vegetarian	easy,fried,spicy,cooked,joyah,edible,delicious	fried,good,cooked,delicious,edible,spicy	good,pretty	spicy,edible,delicious
stirrup	raised,fixed,used		used,broken	included,elastic,removable,adjustable	finished,boiling,frozen,ready,stirring	available,hollow,broken,rigid,bent,used		used,adjustable	reversible,adjustable,used,removable	curved,adjustable,fixed,removable,raised	adjustable	used	adjustable,closed	adjustable,movable
stockings		white,worn,red,optional,black	complete	worn,pictured,white	unchanged,appreciated,closed	worn,uniform,available	used,worn		listed	worn,adjustable,long	joyah,youve,done,evalle,youre	cute,my,good	pretty,clear	adjustable,loaded
stomach	empty,intact,swollen,flat,full	empty,upset,full,hungry	full,small,clear,intact,normal,empty	full,filled,small,large,open,enlarged,normal,empty	full,turning,empty,hungry,bleeding	fat,empty,hollow,swollen,full,sore	swollen,large,empty	flat	open,large,small,enlarged,active,empty	enlarged,large,small,empty,long	joyah,allergic,sore,evalle	bleeding,swollen,hurting	closed,healthy,big,tight,flat,empty	satisfied,empty,acidic,drained,hurting,swollen
stool	broken,used,removed	dead,empty,there,cold,heavy	clean,broken,empty	dry,empty,red	empty,dry,stained,broken	hollow,clear,empty,broken	raised,empty,used		broken,empty,removable,transparent	hollow,flat,empty,removable,long	barbed,shaved,evalle,joyah	covered	padded,adjustable,covered,flat	padded,adjustable,folded,movable
stopwatch	fixed,active,used	accurate,used	shown,on,broken,accurate,working	on,broken	activated,blinking,dead	required,optional,fixed,available	free,available,monitored	electronic	accurate,shown,used	known,removable,used,interchangeable	plugged,adjustable	adjustable,shown,used,included		adjustable,automatic,movable
stove	electric,lit	hot,cold,heated,warm	on,electric,hot,working	lit,on,hot,burning,smoking	hot,cooking,boiling,burning,warm	listed,empty,electrified,burning	hot,clean,open,lit,used,heated	heated,lit,electric	hot	adjustable,heated,hot,available,removable	plugged,hot,crackling	stove,boiling,electric,hot,cooking,burning	working,full,hot	blazing,hot,smoking,heating
stove	electric,lit	hot,cold,heated,warm	on,electric,hot,working	lit,on,hot,burning,smoking	hot,cooking,boiling,burning,warm	listed,empty,electrified,burning	hot,clean,open,lit,used,heated	heated,lit,electric	hot	adjustable,heated,hot,available,removable	plugged,hot,crackling	stove,boiling,electric,hot,cooking,burning	working,full,hot	blazing,hot,smoking,heating
straightjacket	used	optional	complete,broken	reversible,removable,optional	complete,broken	available,easy,uncommon,used	available,played	identical,patented,unique	included,used	reversible,removable,worn,used	plugged,unlocked,adjustable,rated	playable,used,a,unlocked	dead,closed,done	tightening,unbearable
strainer	fixed,used	portable,used	used,broken	included,used,pictured,broken	dead	available,portable,linear,required,used		used,active	removable,used	adjustable,used,interchangeable,reusable,removable	plugged,adjustable		adjustable,used	adjustable
strap		elastic,tight,padded	worn,adjustable,padded,missing,removed,removable	broken,visible,elastic,adjustable,tight,secure,removable	waterproof,included,worn,adjustable,reversible,removable	hollow		adjustable	removable,adjustable,worn,removed	reversible,adjustable,worn,removable	padded,adjustable,flexible,inserted	heavy,worn,tight,adjustable	padded,adjustable,flexible,loose,clipped,worn,tight,attached	padded,adjustable,tapered
straw	edible,eaten,wet,used	empty,short,white,long,red	broken,drawn,clean,gone,dry,cut	wet,dry,white	closing,drawn,crossed,falling,there	thin,edible,ripe	edible	used,edible,white,dry	broken,edible,used,long	harvested,edible,used,straw,dry,white,wet	waiting,gone,crossed,evalle,barbed	broken,gone,melting,undone	cold,big,hot,short,empty,broken	adjustable,thicker,slippery,edible,disposable,sticky,glued
straw	edible,eaten,wet,used	empty,short,white,long,red	broken,drawn,clean,gone,dry,cut	wet,dry,white	closing,drawn,crossed,falling,there	thin,edible,ripe	edible	used,edible,white,dry	broken,edible,used,long	harvested,edible,used,straw,dry,white,wet	waiting,gone,crossed,evalle,barbed	broken,gone,melting,undone	cold,big,hot,short,empty,broken	adjustable,thicker,slippery,edible,disposable,sticky,glued
strawberry	sweet,edible,eaten	sweet,fruit,green,edible	pink,yellow,white,red,ripe	pink,here,edible,sweet,red,ripe	sweet,ripe,perfect,edible	bitter,ripe,sweet,eaten,poisonous,edible	edible,sweet,poisonous,cultivated	white,edible	poisonous,edible	poisonous,edible,red,sweet,ripe	strawberry,milky,spicy,ripe,joyah,edible,evalle	sweet,gone,strawberry,edible	good,pretty,edible	spicy,edible,strawberry,delicious,ripe
streetlight	electric,lit,on	broken	on	on,broken	shining,blinking,flashing	clear,illuminated,available	clear,open,visible	illuminated,lit	on	installed,illuminated	twinned,electrified	flickering,shining,dim,lit,illuminated,bright,on	bright,lit	blinking,illuminated,illuminating
stretcher	available,broken,used,required	empty,portable,loaded,used	moving,empty,loaded	empty,loaded	loaded,moving	loaded,used,available,required,fixed	used,long	motorized,used,disabled	attached,loaded,used	padded,adjustable,used,removable	plugged,easy,adjustable	gone,handy,adjustable	there,safe	adjustable,towed,movable
string cheese	edible,eaten,used	cheese,edible	used,good,pictured	optional,here,vegan	toast,mine,optional,edible	smoked,cooked,used,available,sweet,eaten,edible	edible,produced,available,eaten,used,made	used	edible,used,cooked,available	eaten,edible,made,used,sold,vegan	good,edible,milky,acidic	delicious,good,edible	good,pretty,thick	spicy,edible,delicious,addictive,greasy
stroller	fixed,used	mobile,portable,used	included,loaded	heavy,broken	loaded,waterproof,broken,removable	disabled,available,stationary	named,free		portable,waterproof,adjustable,removable	pictured,portable,used,included,available,removable	plugged,easy,adjustable,evalle	gone,handy,cute,my	packed,pretty	adjustable
stuffing	empty,clean,gone	white,good,warm,gone	finished,used,complete,good	optional,white	yours,finished,edible,real	easy,clean	used,edible	good	removed,edible,used	edible,dry,included,vegetarian,vegan,thick	easy,done,edible	hot,good,edible,delicious,my	there,pretty,done,good	thicker,edible,thick,disposable,sticky,glued
stump	preserved,broken	dead,hollow,long,broken	broken,complete,visible,intact,hollow,missing	intact,hollow,there,broken,complete,visible	dead,visible,empty,hollow,broken	erect,hollow,broken,upright,bent			visible,broken,intact,long	visible,extant,high,dry,tall,preserved	excavated,barbed	visible,raised,covered	there,big,broken	removed,excavated
submarine	lost,active,damaged,operational		armed,damaged,submerged	armed,damaged,pictured	damaged,submerged,operational,sinking	named,submerged,sinking,sunk	sunk	armed,decommissioned,classified	armed,named	armed,classified,long,known	encrypted,electrified,rated,twinned,evalle	mine,classified,aboard,underwater,navigable	dead,underwater	sinking,wrecked,unmanned,sunk,towed
subway	underground,accessible,available,electrified,complete	underground,popular,free,electrified	crowded,packed,full,complete,empty	bad	crowded,safe,closed	electrified,complete,accessible,available	underground,electrified,closed,open	closed,open,electrified,accessible	built,open,full,long,closed	operated,used,automated,accessible,long	electrified,joyah,twinned,evalle	going,here,gone,a	scary,packed,big,crowded,underground	navigable
sugar cube	sweet,eaten,used	sugar,edible,simple	broken,empty	crushed,empty,pictured,broken	empty,broken,melting,complete	spherical,hollow,eaten,edible,empty,available	convex,spherical,empty	black,edible,green	empty,edible,used	crushed,removed,edible,used	edible,eaten,acidic,sodium	processed,melted	edible,covered,small,empty	crushed,translucent,edible,melted,sticky
suit	identical,complete,used,broken	empty,green,white,black	complete	consolidated,pending,frivolous	settled,dismissed,confidential,sealed,pending,closed,appealing	symmetric,empty,identical	fixed,identical,named,uniform	successful,dismissed,legal	reversible,waterproof,removable	consolidated,frivolous,pending,active,filed,ongoing		worn	pretty,worn,tight,perfect,nice	filed,pending
suitcase	empty,loaded,missing,found,gone,locked,broken	empty,gone,open,full,heavy	empty,missing,packed,full	packed,locked,heavy,empty,opened,open	empty,loaded,locked	clear,empty,available,free	packed,empty,full	gone,locked,empty,open	open,missing,intact,locked,empty,sealed	open,portable,packed,empty,reusable,removable,closed	unlocked,packed,bulging,evalle,wrapped	empty,broken,gone,packed,packing,my,mine	empty,packed,closed,gone,loaded,tight,sealed	adjustable,unlocked,empty,edible
sundae	popular,eaten,used	edible	finished,complete	perfect,complete,edible	yours,ours,complete	endangered,endemic,abundant	widespread,related	vegetarian,popular	edible	edible,spherical,sold,baked	evalle,fried,joyah	gone,hot,good,edible,delicious	good,pretty	delicious,edible
sundial	fixed	circular,universal,portable,ancient,symbolic	complete,broken,empty	moving,round,broken	dead,yours,finished,complete	fixed,true,visible		illuminated	long	used,known	twinned,preserved,reprinted	haunted,painted,edible	changing,hot	adjustable,symmetrical,movable
sunflower	rare,edible,poisonous	extinct,edible,purple,green,white,yellow	yellow,white	yellow,white,pictured,endangered,red,edible	welcome,dead,dying	sweet,beautiful,poisonous,edible,abundant	poisonous,named,widespread		poisonous,edible,named,green,known	edible,sterile,long,known	joyah,planted,edible,milky	a,fertile,grown,planted,beautiful,edible	alive,pretty,poisonous,edible,beautiful,covered	ornamental,edible,adorable,fragrant
sunglasses		good,used	removable	clear,broken	waterproof,removable,yours,optional	true	optional,free,available	blue,black,worn	waterproof,worn,removable,transparent	sold,adjustable,available	joyah,youve,twinned,evalle,youre	cute,funny,expensive	good,clear	adjustable
sunroof		vertical,open,used	visible,closed,open	on,open	shining,dead,closed,glowing	available	named,visible		visible,open,removable,covered,closed,raised,transparent	open,available,removable,adjustable	lucivar,joyah,jaenelle,twinned,evalle	visible,a,covered	pretty,closed,big	adjustable,unlocked,available,included,optional
surfboard	available,used	rigid,portable,flat	pictured,mine,broken	pictured,broken	yours,waterproof,mine	compulsory,optional,available	free,available,used	adjustable,electric	waterproof,removable,adjustable	adjustable,used,removable	encrypted,electrified,rated	broken,covered	packed,closed,done	adjustable
sushi	served,eaten,available,prepared	simple,edible,fried	amazing,great,delicious,good	cold,fresh,delicious,good	good,delicious	offered,eaten,available	forbidden,used	vegetarian,popular	white,cooked,spicy,good	served,edible,fresh,vegetarian,good	great,heavenly,spicy,joyah,good,edible,delicious	delicious,good	good	spicy,delicious
suspenders	removed,fitted	worn,optional,used	removable,missing	pictured,removable,adjustable	optional,waterproof,removable	required,available	free,suspended	worn,adjustable	removable,worn,used	adjustable,used,worn,removable,long	encrypted	used	safe,done,worn	adjustable
swab	clean,removed	white,wet,used	clear,clean	used,dry,red	waterproof,visible	present,clear,satisfied	edible,poisonous,cultivated	edible	edible	used,taken,available,required,sterile	inserted,enlarged,barbed,adjustable	visible,worn,opaque,gone,transparent,covered	covered,sterile	sterile,disposable,sticky
swan	endangered,common	endangered,extinct,white,large,black	dead	here,dead,singing,black	dead	endangered,black,threatened,gone	named	black,white,married	endangered,named,extinct,known	endangered,extinct,white,black,known	happy,joyah,jaenelle,endangered,twinned,evalle	gone,a,happy,extinct,alive,dead	beautiful,dead,dying	drowned,alive,extinct,asleep
sweater	blue,white	white,blue,red,black	finished,reversible,black,mine,white,red	reversible,blue,black,white,red,pink	reversible,yours,mine	worn	optional,worn,white	white,blue,black,worn	reversible,removable,long	reversible,cropped,white,black,long	cute,evalle	wearing,gone,adorable,cute,my	cute,pretty,gone,nice	cute,adorable
sweatsuit	optional,worn,clean	optional,white	reversible,black,mine,white	optional,black,white	waterproof,pictured,removable,optional	recommended,optional,worn,fitted,available	optional,included,removed,available,free	optional,worn	worn,white,removable,black,long	reversible,worn,white,removable	adjustable,evalle,optional	worn,wearing,perfect	pretty,worn,tight	cute
sweeper	employed,used	needed,human	here,dead,broken	here,there,coming	dead	stationary	named,used,listed	used	named,used,dead	reusable,used,known	plugged,electrified,adjustable	gone,handy,a	good,there,done	cleaned
sweet potato	edible,eaten,used	sweet,edible,vegetable,cultivated,tropical,potato	cooked	sweet,edible,white	sweet,cooked,toast,delicious,edible	cultivated,bitter,baked,cooked,sweet,eaten,poisonous,edible	edible,eaten,poisonous,cooked,sweet,cultivated	used,edible,eaten	eaten,edible,used,sweet	edible,cultivated,sweet,related	fried,spicy,joyah,edible,eaten,evalle	spicy,sweet,good,edible,delicious	pretty,sweet,edible,good	baked,boiled,spicy,cooked,edible,ripe
swimming pool	accessible,open,heated,available,public	open,enclosed,covered,large	enclosed,clean,empty,full	heated,empty	empty,flooded,closed	heated,functional,accessible,available,used,equipped	used,open	swimming,public,open	enclosed,accessible,long	heated,accessible,located,equipped	furnished,open,rated,twinned,accessed	open,a	packed,enclosed,small,large	heated,electrified,sanitary
swimsuit	optional	white,optional,transparent,black	shown,pictured,mine	black,pictured,white	waterproof,pictured,included	fitted,available,required,worn,optional	optional,removed,free,standard	optional,worn	reversible	reversible,fitted,worn,long	downloadable,adjustable,evalle,optional	wearing,my	pretty	cute
swing	fixed,balanced,used,broken	continuous,vertical,strong,long,free	perfect,sharp	moving,there,broken,complete,swinging,over	swinging,complete	easy,perfect,electrified,balanced,true,used		free,adjustable	reversible,curved,vertical,adjustable	reversible,used,high	easy,joyah,adjustable,evalle	funny,good,done	good,easy	adjustable,playable
swing set	available,unique,used	popular	complete,included	finished,complete,broken	perfect,included,available,ready,complete	linear,used,balanced,symmetrical,available	used,complete,open,played	used,complete,electrified,closed	included,removable,adjustable	reversible,portable,used	downloadable,adjustable,rated,included		available,easy,different,simple,included,optional	electrified,installed
switch	fixed,activated,used	green,open,red,closed	off,on,made,flipped	reversible,on,off,broken	imminent,reversible,dead,irreversible	fixed,static,activated	used,fixed,activated,made	fixed,locked,automatic	on,activated,disabled	reversible,open	plugged,unlocked,adjustable,dialed,inserted	activated,adjustable	closed,on,clicked,off	clicked,triggered,flipped,switched,undone
swizzle stick	fixed,used	used	real	broken	dead,yours	optional,used,available	used,present,available	used,edible	included,removable,used	edible,used,reusable,removable,long	rated,adjustable		covered,pretty,hot	adjustable
sword	lost,drawn,hidden,missing,broken	lost,long,heavy,broken	real,used,broken	here,broken,drawn,there,sharp,silver	mine,theirs,sacred,broken,yours,hers	drawn,gone,broken	armed,used	engraved	curved,long	broken,curved,drawn,silver,long	lucivar,kaladin,joyah,dalinar,evalle,barbed	sharpened,mine,gone,broken,a,barbed	strong,short,broken,sharp	deadly
swordfish	edible,common,poisonous	extinct,fish,poisonous	named,poisonous,white,present,edible	extinct,pictured,endangered,small,edible	dead,edible,poisonous	threatened,poisonous,edible,abundant,endangered	named,edible,poisonous	endangered,edible	eaten,endangered,edible,named,poisonous,known	edible,long,known	joyah,characterized,edible,twinned,evalle	gone,alive,a	poisonous,such,edible,alive	poisonous,endangered,extinct,venomous,edible
syringe	empty,loaded,used,removed	empty,loaded,used	inserted,clean,used,full,attached,empty	sterile,used,loaded,empty	empty,sterile	sealed,loaded,hollow,empty	named		attached,used,empty,inserted	used,empty,reusable,removable,sterile	plugged,injected,adjustable,inserted	manufactured,available,used	closed,hot,empty,broken	recycled,adjustable,disposable
syrup	sweet,alcoholic,toxic,edible,poisonous	orange,sweet,edible,white,bitter	sweet,thick	sweet,pure	frozen,edible,bitter	poisonous,toxic,edible,available	frozen,used,edible,sweet	clear,sweet	edible,alcoholic,frozen	edible,alcoholic,used,made,diluted,fermented,sweet	aromatic,formulated,milky,acidic,syrup	edible,acidic,syrup	good,pretty,edible	poisonous,spicy,acidic,edible,fragrant,milky,sticky
t-shirt	wrinkled,white,red,clean,black	printed,red,black,green,white,blue,pink,yellow	mine	reversible,available,pictured	included,pictured,mine,yours	worn,optional,available	worn	white,black	reversible	reversible,printed,available,removable	downloadable,reprinted,embroidered	wearing,worn,cute	cute	cute
tab	open	empty,blank	on,closed,open	open	open,displayed,disabled,closed	fixed,clear,empty	fixed	used	open,displayed,closed	visible,open,active,closed	uploaded,accessed	available		adjustable,clicking,clicked,empty
table	shown,marked,complete	empty,incomplete,ordered,sorted,complete	shown,complete,interactive,full	complete,interactive	loaded,empty,shown,interactive	complete,shown	below,chronological,complete,named,empty	complete,shown	broken,complete,incomplete,full,chronological	complete,used	subdivided,alphabetical,archived	empty,numbered,a,there,covered	packed,covered,numbered	chronological,alphabetical,updated,archived
tablecloth	clean	green,white,linen,red,black,yellow	worn,black,clean,white,washed	red,black,white	empty,stained,worn	worn	folded,plain	embroidered	folded,worn,white,black	white,red,linen	furnished,decorated,woven,embroidered	wearing,stained,covered	matching,pretty	linen,embroidered
tablet	broken	portable,black	transparent,waterproof	waterproof,pictured	waterproof,removable,included,compatible	sealed,clear,accessible,available		dated	portable,removable,waterproof	portable,waterproof,used,available,removable	encrypted,patented,downloadable,rated	compatible,available	small	downloadable,affordable,available
tack	fixed,unique,used	used	good	attached,broken,fixed	correct,changing	easy,true,available	used,fixed,simple,standard	heavy	removable,used	broken,adjustable,used,fixed,long	easy,adjustable	funny,cute,good	done,worn,clipped,tight,broken	adjustable,stainless
tackle	used,broken	used	completed,successful,made	successful,illegal,complete,made	illegal,broken,accurate	balanced,fixed,compulsory,used		free,used	made,strong,broken,successful,effective,completed	made,successful,used	joyah,twinned,mastered,evalle,barbed	easy,good,done	easy,done,effective,successful,good	easy,playable
taco	sweet		cooked	finished,cooked,complete,done,good	yours,real	illegal,available	named	sold,free,closed,open	cooked,edible,spicy	edible,fried,served,cooked,spicy,vegetarian	joyah,fried,evalle,spicy	good,edible,delicious,my	good,pretty	addictive,juicy,greasy,spicy,edible,delicious
tadpole		green,long,poisonous,aquatic,winged	named,dead,growing	dead,pictured,green,hungry,small	dead	endangered,threatened	terrestrial,long	male	long,named,male,female	small,long,known	morphological,characterized	born,extinct,a,edible,known	alive,large,pregnant,edible,small	edible
taffy	good,used	soft,sweet,hot,warm,white,good,cold	good	edible,gone,sticky,red,pink	dead,mine,yours,edible,ours	perfect,sweet,easy,eaten,available	named	used,edible	edible,long	made,edible,sold	joyah,allergic,evalle	gone,good,hot,a,delicious	good,pretty	spicy,edible,delicious,addictive
tag	valid,unique,used		mine		copyrighted	clear,valid,optional		free,unique	shown,named	tagged,unique	encrypted,tagged	tagged,a		
taillight	fixed	broken	visible	on,broken	empty,illuminated,broken	fixed			visible	illuminated	electrified,adjustable,twinned,illuminated	visible,electrified,shown,illuminated	bright,on,up	adjustable
tamale	used	white	finished,cooked,ready	finished,here,cooked,complete,edible	edible	endangered,endemic,spoken,electrified	named,listed,cultivated	used,popular	eaten,edible,used,long,known	edible,sold,used,cooked,vegetarian	joyah,homemade,edible,eaten,delicious,spicy	hot,edible,delicious,spicy	good,pretty,edible	baked,greasy,boiled,spicy,cooked,edible,delicious
tambourine	edible	wooden,musical,bowed	used	shown,used,pictured,silent,played	welcome,dead	toxic,essential,used,poisonous,edible	named,used	used,electric	present,used,long,known	portable,used,played	electrified,mastered,tambourine,sung	used	here,there,dead,funny,loud	funny,playable,clapping
tank	empty,closed,operational	mobile,armored	intact,damaged,loaded,complete,empty	pictured,loaded,complete,full,empty	loaded,damaged,empty,leaking	operational,complete,empty,electrified	tank,empty,operational	navigable,armoured,operational	operational,complete	empty,known	plugged,electrified,adjustable,rated,evalle	empty,gone	empty,packed,parked,closed,loaded,finished,covered	leaking,cleaned,steaming,empty,loaded,drained,stainless
tank	empty,closed,operational	mobile,armored	intact,damaged,loaded,complete,empty	pictured,loaded,complete,full,empty	loaded,damaged,empty,leaking	operational,complete,empty,electrified	tank,empty,operational	navigable,armoured,operational	operational,complete	empty,known	plugged,electrified,adjustable,rated,evalle	empty,gone	empty,packed,parked,closed,loaded,finished,covered	leaking,cleaned,steaming,empty,loaded,drained,stainless
tape	recorded,damaged,broken	here,playing,on	black	complete,blank,clear,broken	recorded,copyrighted,deleted	compressed,transparent,clear	magnetic,played	clear,recorded	broken,magnetic	used,blank,numbered	encrypted,electrified,adjustable,inserted,glued,barbed	taped,available,uploaded,recorded	edited,recorded	playable
tape measure	standard,identical,unique,used	standard,used,common	used,broken	used,broken	reversible,removable,defective	linear,constant,measured	used	recommended,used,adjustable,known,available	included,used	adjustable,used,interchangeable,included	shown	shown,used,measured	covered,accurate,measured,done	adjustable,used,weighted
