Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
seismograph	used		complete	working,broken	accurate	available		used	active,known		topological	a,shown		
sequin		long		black	dead	hollow,empty				removable,used	evalle	pictured,a		embroidered
sewage	treated	clean	treated	recycled	overflowing,leaking,contaminated	clean	treated,used	treated	treated	recycled,treated	polluted,acidic	polluted	bad	leaking,regulated
sewing kit	available	expensive	complete	included	available,included	available	available,used		included	provided,included,available	included,downloadable	included,available,handy	handy,packed	available
sewing machine	available,used		broken	broken	broken		used,manufactured	motorized		used	easy	my	broken	repaired
shaker	used	used	empty	empty,broken	dead	shaken,available		used	broken,used	used	dialed,adjustable	a,gone		vibrating
shark			dead	dead	dead			edible	named		joyah,evalle	watching,gone,alive	dead	hungry,lurking
shaving cream	used	white,used				used	used		applied,used	used		good		addictive,greasy
shawl		worn	finished,complete	red,white,black	mine,yours,ours	worn,embroidered	named		long	reversible	woven,adjustable,embroidered	worn	worn	embroidered,woven
shears		used	broken	broken	yours,ours	constant	constant	strong	broken,used	used			done	adjustable
sheath	smooth			empty,broken	yours,sacred		long				barbed,adjustable	covered	worn,sealed	translucent
sheep			dead	dead	dead	free,hungry	sheep,grazed	white	killed,dead	sold	joyah,sheep,evalle	hungry,gone	hungry,dead	
sheet		blank,empty		blank	blank					removable	encrypted	printed,covered	numbered	encrypted,folded
shelf	open,empty		empty	empty	empty,full	empty	long		empty	high,empty	unlocked,plugged,furnished,adjustable	my,a,covered	enclosed,packed,covered	adjustable
shell	smooth,white	hollow		empty,broken	visible,empty	smooth	white	white		long			empty,small	translucent
shell	smooth,white	hollow		empty,broken	visible,empty	smooth	white	white		long			empty,small	translucent
shell	smooth,white	hollow		empty,broken	visible,empty	smooth	white	white		long			empty,small	translucent
shield		circular,divided		broken	removable						electrified,adjustable		covered	engraved
ship	destroyed,lost	dead	sinking	sinking	sinking	sunk,sinking	named	listed	named	listed	evalle	aboard,boarded	closed	wrecked,towed
shirt	white	white,red,black	white	white,black		worn		white,blue,black		white	evalle	wearing,cute		embroidered
shoe		worn	missing,broken	red,broken,black	waterproof	worn,empty	used		waterproof	red,white	joyah,evalle	wearing	worn,broken,tight	
shoe polish		white,black	black	clear,white		compulsory	used,available,polish			white		good		
shoehorn	used	musical	missing	broken	broken,yours		named	used	used	used	barbed,joyah,evalle	a,electrified	dead	adjustable
shoelace	broken	long,elastic	missing,broken	tied,broken	yours	worn	used	worn		removable,tied,adjustable	sturdy,adjustable	adjustable	broken,tight	adjustable
shopping basket	used	empty	empty	full,empty	empty,overflowing	available		free,closed	included	empty,filled	downloadable	a	empty,covered,packed	full,empty
shopping cart			empty	empty	empty	accessible,available		available,free,used,motorized	included		available,downloadable	listed	loaded,packed	
shortbread		long,edible		good	edible,toast	eaten,edible	edible	used		edible,baked	joyah,edible,eaten		good	baked
shorts		complete		over					worn,long	released	joyah,evalle	funny		adjustable
shoulder	bleeding,swollen,broken		broken	visible,broken	healed	crooked			visible		sore,bulging	swollen		concave,flexed
shovel	used,broken	used	loaded,used		ready	empty	needed,used	used	broken,used	used	barbed,joyah,evalle	handy,gone		handy,cocked,adjustable
shower	closed	warm,long,cold,empty	clean,cold	hot,broken	empty,clean		used		cold	heated,hot	easy	my,hot		hot
shower cap			removable,on	removable,adjustable,included	removable	worn,fixed			removable	removable,adjustable	adjustable	adjustable,worn	included,covered	adjustable
shower curtain	open,closed	closed	closed		closed,removed	broken			transparent,closed	removable	furnished,adjustable	leaking,stained	covered	adjustable
showerhead							used		removable,adjustable	removable,adjustable	furnished,adjustable	a,covered	adjustable	adjustable
shredder	destroyed,broken	used	broken		dead	broken,dead		used	used	removable	plugged	gone		adjustable
shrimp	edible	edible,eaten,poisonous	cooked	alive	edible,cooked		edible	edible	edible	edible	joyah,edible,spicy	edible,spicy	good	spicy,cooked
shuffleboard	played,used					used,played,available	used,played		included,used	available	downloadable			playable
shutter	fixed,closed	open,closed	closed,on	broken,open	closed,locked	fixed	open,fixed	locked	closed	closed,open	adjustable	unlocked,adjustable	closed	clicked,latched,unlocked
sickle	used,broken	sharp	dead	broken	contagious,dead	bent	dead	used		curved,used	twinned,evalle,joyah	gone		deadly
sidecar		amphibious			pictured	electrified	used				twinned	parked	packed	fitted,adjustable
sifter	empty,used		dead	empty	dead				named	used	plugged	used		
silicone	toxic	stable,toxic	transparent		transparent,waterproof,removable	toxic,transparent	used,silicon	translucent,transparent	transparent,used	transparent,edible	characterized,acidic			disposable
silverware		gold,silver,used		silver	mine,yours	available				silver,used	recycled,patented	available,edible	pretty,there	stainless
sim card	used	used	loaded		available,included	available,valid	available,valid	used	included	removable,valid	downloadable,encrypted		available	
sink	broken	full,empty	clean	broken	empty,clean	empty	deep		broken	removable,heated	adjustable,easy	unlocked,empty	empty,covered	leaking
siren	heard,audible		on,silent	loud	silent,ringing	silent,heard	audible,heard		active,silent	loud,audible	ringing,evalle	ringing	here	deafening,ringing
skateboard			broken	pictured,broken	mine	compulsory,optional	used	adjustable	removable,used	adjustable	joyah,twinned,electrified			
skeleton	complete,preserved	rigid,human	complete,known	complete		preserved	complete,preserved	complete	preserved,known	complete,preserved,known	preserved		dead,gone	
skewer	fixed	sharp,used			yours	used,symmetric	named			used				stainless,adjustable
ski	used			broken	broken	accessible				adjustable	joyah,rated,adjustable			adjustable,navigable
ski boots		used			waterproof,optional	worn	used	used	worn	available	joyah,evalle,easy	good	good	
ski lift	closed	used	working	pictured		accessible		accessible	available		rated			
ski pole	used	vertical	attached,broken	long,pictured,broken	broken	accessible		accessible		long,used		used	big	adjustable,navigable
skin	smooth	soft,thin	smooth,translucent,transparent	dry	translucent	smooth	white,smooth	white	smooth	dry,translucent,red	thicker,milky,tanned		nice	translucent,wrinkled
skirt	short	long,white,short,black	long	long	removable	worn	long		long	short,long	adjustable		tight,covered	embroidered,flared
skull	preserved	hollow	visible,intact	pictured,intact,broken	intact	hollow,broken,preserved					barbed,preserved		small,large	translucent,engraved
skunk	dead,eaten,killed	edible,human	dead	dead	dead	edible	active	endangered,extinct	named	endangered	joyah,evalle	afraid,gonna	alive,dead	
sled	broken	heavy	loaded		loaded			motorized		used,long	joyah,electrified,evalle	gone		adjustable
sledgehammer	used	used			mine,yours	used,available	used,played	used	used	used	playable	gone		
sleeping bag			empty		empty	empty,available	used,empty		removable,waterproof,used	removable,waterproof,used	adjustable	my,a,gone	included,covered	adjustable
slicer	used	used		broken		available		used	used	removable,used	plugged,adjustable	used		
slide	closed,locked	long,easy	interactive	interactive	interactive	linear			interactive	displayed,shown	shown	funny,shown		uploaded
slime		poisonous	toxic	green		eaten,poisonous,edible	edible	edible,poisonous	toxic,poisonous	edible	acidic	there,gone	good	edible,infectious,poisonous
sling	used,broken	heavy,used	removable,used	broken	waterproof		used	adjustable	removable,adjustable	reusable,adjustable,used	adjustable	adjustable	broken	disposable,adjustable
slingshot	fired,used	used	used,broken	broken	mine,yours	used,available	used,available	used	removable,used	reusable,used	rated,adjustable	used		adjustable
slipper	broken		missing	broken	dead,yours	broken			used	long	adjustable	handy,used	tight	adjustable
slot		filled,empty	filled,full,open	filled	open	empty		available		filled	unlocked	available	closed	available
slot machine	used		broken	working,broken	broken	available	used,available	used	used			used		playable
sloth		extinct,human	dead	dead	dead	dead,empty			named		joyah,lucivar,evalle	a,gone		
slug	poisonous			dead	dead	hollow,dead,poisonous		edible,poisonous	named	long			there,dead	
smoke alarm	triggered,sounded	silent,sound	triggered,activated	on,activated	ringing,activated	triggered,activated	set	audible	triggered,activated	activated	ringing	activated	ringing	ringing
smoothie	good			vegan		smooth				edible,vegan	milky	good,gone	good	addictive
snack		edible,good		vegan	edible	eaten,available,edible	eaten	recommended	eaten	eaten,edible		edible,delicious	packed	edible,spicy
snail		edible	dead,named	pictured,small,dead	dead	poisonous,edible		endemic,edible	known,named	known,predatory,long	evalle	hungry,gone,alive	alive,dead	edible,poisonous
snake	poisonous	poisonous	poisonous,dead	dead	poisonous,dead	poisonous	poisonous	poisonous	poisonous	long	barbed,evalle,joyah	venomous,a,gone,poisonous	alive,dead	alive,dead
snorkel		amphibious,portable		removable,adjustable	dead,welcome					removable,adjustable	joyah,electrified	a		adjustable
snow	melting,cold,falling	melting,heavy,falling	falling,melting	falling,melting	melting,falling	melting,falling,cold		clear	falling,heavy,deep	cold,heavy,melting	freezing,gone	melting,gone	coming,falling	melting,melted,falling
snowball	frozen	cold	gone	over,falling	melting,rolling	perfect				frozen,edible,spherical,extinct	joyah,evalle	flying,gone	frozen,dead	melting
snowboard	used	portable	broken	pictured		compulsory,optional		motorized	waterproof	used	joyah,rated,evalle			adjustable
snowman	dead		real	dead	dead	dead	named		named	tall,edible	lucivar,evalle,joyah	a,gone	alive,dead	edible,cute
snowmobile	available,used	portable,popular		pictured		available		available	used	waterproof	joyah,twinned	a,gone		
snowplow		used		pictured	complete			used	used		joyah,evalle	a,gone	dead	
snowshoe			broken	pictured,broken		cold	snow	used	waterproof	used	joyah,evalle	going,gone		edible
snowsuit					waterproof	worn,available	available,free		worn,waterproof	removable,waterproof	evalle	wearing,perfect	worn	
soap	cheap		used,good			available	soap	fictional	used	used		hot,good		edible
soccer ball	used	plastic,used	broken	moving,round	spinning	used,played	used,played		used	spherical,used	joyah,bowled,evalle	a		playable
sock	broken		missing	red,white		worn,empty				white,long	barbed,joyah,evalle	gone,my,cute	tight,worn,broken	
soda	alcoholic	bitter	good		addictive		used	edible		sold,alcoholic	acidic	hot,good	good	addictive
soda fountain		popular	empty		closed,empty			open	closed,open		joyah,twinned,available	a,gone	empty	
sofa bed			made		removable	comfortable,empty,available	used,available			removable,adjustable,available	included,furnished	my	pretty,covered	furnished,adjustable
solar panel		passive	installed	pictured	waterproof,removable	transparent			installed,removable	removable	adjustable	installed	large,covered	installed,adjustable
soldering iron	used		used,broken	pictured	melting	used,required,available	used	used	used	used		used		
sombrero				optional	mine,yours		famous		worn	used	twinned	wearing,worn		
sonogram	complete		shown	clear		shown		available	shown			shown	done	
sorbet		edible	sweet	vegan,sweet	edible	eaten		used	edible	sweet,edible	joyah,twinned	a		
souffle		white		perfect,done		worn	used		edible	edible,baked,cooked	joyah,evalle	gone		edible,baked
soup		good	good	hot		edible	cooked	spicy		vegetarian,spicy,hot	edible,spicy	soup,good,delicious	good	spicy,cooked
soy sauce		edible	used,spicy		spicy		used,available,edible		spicy,used	used	spicy,delicious	spicy	good	spicy
space shuttle	used		here		reusable	planned	operational		known,named			here,flying	doomed	obsolete,extinct,gone
spacesuit		portable		removable,reusable	mine	optional	free		removable	reusable,removable	downloadable		worn	aerodynamic,adjustable
spaghetti			good	done		eaten			edible,cooked	cooked	joyah		good	edible,cooked
spam		anonymous	real		welcome			illegal,banned		spam		my,a		
spareribs	available,used				mine,yours	available	used	used		used	adjustable		available	edible
spark plug				broken		used	used,available	adjustable	used	removable,used	plugged,adjustable	used		
sparkler				broken	dead	perfect			used	lit	rated,adjustable	a,gone		adjustable
spatula		long	used		visible,broken	smooth	long,poisonous		long	used			small	adjustable
speaker	deaf		mute		invited				silent	removable	joyah	audible		
spear	used,broken	long	used	broken	mine,yours	broken	long		used,long	pointed,long	joyah,kaladin		broken	cocked,sharpened
speedboat	racing,powered			pictured		listed,sailing		available	named	long	evalle	a,navigable		towed
speedometer		accurate		broken	accurate	used	automatic,fixed	electronic	used			used,adjustable		vibrating,adjustable
spider			dead	dead	dead	poisonous			radioactive,known,poisonous,named		joyah,evalle	a,gone	alive,dead	creepy,alive,dead
spider web	transparent	simple	visible	visible,broken		transparent,flexible	present	transparent		long	twinned,spider	a	closed	alive,gone
spinach	edible,poisonous	edible	green	green	edible	hollow,poisonous		edible	edible	edible,green	edible	grown,edible,cooked	edible,thick	edible,cooked
splinter	removed,broken	broken	complete	broken	broken	broken,visible	destroyed		used	long	barbed,twinned	broken,gone,visible	broken	removed,gone
sponge	edible	edible	empty		edible,dry	eaten,poisonous,edible	edible	edible		edible,long	acidic	sticky	edible,covered	disposable
spool	closed,broken		empty	empty,broken	yours	flowing,electrified,empty			long	removable,adjustable,long		gone	closed	coiled,adjustable
spoon	used	used	empty	empty	edible,empty	broken,empty	used			removable,used	joyah	edible,gone	broken	edible
spout		open,empty	visible	open,broken	visible	eaten,edible			long	wide,long			done	adjustable
spring roll	used	used		over	ready,over						adjustable,easy	used,adjustable		
springboard			removable,adjustable		ready	used		adjustable	adjustable	adjustable	adjustable	adjustable	adjustable	
sprinkler			working,on,running	on,working,broken	broken					automatic	plugged,adjustable	handy,gone		leaking
sprouts			complete	growing	edible	poisonous,edible	edible	edible		edible	milky,edible	growing		edible
spur		long	visible	visible	dead	long	long	navigable	known	long	joyah,twinned,evalle	going,gone	broken	cocked
squash	used	played,edible,green	cooked,edible	edible	edible	easy	played	used	eaten,edible	edible,long	edible		edible,pretty	edible
squeegee			broken	broken	removable,broken	loud	named	used	removable,used	removable,adjustable,used	joyah,evalle	gone	dead	disposable,adjustable
squid			poisonous,dead	alive,dead	dead			edible	named	edible	joyah,evalle	edible	alive,dead	edible,poisonous
squirrel		small	dead		dead	dead,endangered		nocturnal,edible	named	endangered	joyah,evalle	a,crazy	dead	
squirt gun	loaded		used			fired,available,loaded		used,available	used		adjustable	used		adjustable
stained glass	original	original	original		stained	stained		stained,original		painted	stained	stained	stained	
stair	open	long,steep			closed,locked,descending			covered			adjustable,electrified		closed	navigable
stake	fixed	empty	mine,public	high		divided,fixed	held	held		taken,held	joyah,evalle		there	
stalagmite				complete,broken	dead	smooth,convex	named		known	tall,high,long			radioactive,edible,known	edible
stamp		engraved,signed			stamped	stamped,valid	stamped	dated,signed	signed	valid,numbered		printed		engraved
stamp		engraved,signed			stamped	stamped,valid	stamped	dated,signed	signed	valid,numbered		printed		engraved
staple									edible,known	long,used	edible			clamped,adjustable
staple gun	used	used				fired,available,loaded	available,automatic		used	used		used	handy	adjustable
stapler	used	used		broken		available		used		adjustable,used	adjustable	handy	done	adjustable
star fruit	edible	edible,poisonous		red,edible	edible,ripe	edible	edible	edible	edible	edible		edible		
starfish	edible	edible	dead	pictured	dead	threatened,poisonous,edible,endangered	edible	endangered	edible,known,poisonous,named	edible,known	joyah,evalle		alive	edible,poisonous
station wagon	available	optional	complete	new	pictured	available,preserved	used				twinned	gone,a,numbered	packed,parked	
statue	preserved			complete					tall,named	tall	twinned		beautiful	engraved
steak		good	tender	cooked,perfect,delicious	cooked,tender	cooked	cooked,edible	smoked	edible,cooked	rare,cooked	joyah,juicy	good	good	juicy
steamroller	used						named	used			rated	a	done	
steering wheel	fixed				adjustable,locked	fixed	fixed	adjustable	adjustable	adjustable	adjustable,rotated	adjustable	adjustable	vibrating,adjustable
stem	straight	hollow			edible		erect,long	hairy		long		raised		tubular
step stool	used			pictured	complete	empty	used,available		used	removable	adjustable		adjustable	adjustable
stereo		on,good,available	good	good		electrified,linear	used,stereo	clear	used	available	plugged	loud	loud	
stethoscope	used	portable		broken		functional	accurate		used	used	adjustable	used		adjustable
stew		good	good	hot,done		eaten,cooked	eaten,edible,cooked	spicy		vegetarian,hot	joyah,spicy,delicious	spicy,cooked		edible,spicy
stick		long	broken	long,broken	broken,dead	broken,crooked	used		long	broken,long	adjustable	stuck	there,empty,small	cocked,adjustable
sticker		signed,green			pictured	optional	used			removable		my		
stiletto	used				haunted				long	worn,long	joyah,easy	a		adjustable
stilt		long		broken		broken		closed		high,raised	joyah,evalle	slippery		edible,adjustable
stingray		poisonous	poisonous	pictured,harmless	effective	poisonous	poisonous,migratory		poisonous	known		gone	dead	
stir fry	served,eaten	fried	done	done			eaten,edible,poisonous		used	edible,vegetarian,cooked	fried,edible	good		spicy
stirrup	used		broken	removable,adjustable				adjustable	adjustable	adjustable	adjustable		adjustable	movable,adjustable
stockings		white	complete		closed	worn	worn		listed	worn	joyah,evalle		clear	
stomach	empty,flat	upset,full,empty	full,clear,empty	full,empty	empty,bleeding	hollow,empty	empty,large	flat	enlarged,empty	enlarged,large	joyah,evalle	hurting	flat	swollen
stool		empty	empty	dry	empty	empty				removable,empty	joyah,shaved,evalle		covered,adjustable,padded	movable,adjustable
stopwatch		used			activated	available,fixed			used		adjustable			automatic,adjustable
stove		hot,cold,warm	electric,working,hot	on,hot	burning,hot,cooking	electrified	lit,hot	heated		removable,heated,hot	plugged	stove,hot	hot	smoking
stove		hot,cold,warm	electric,working,hot	on,hot	burning,hot,cooking	electrified	lit,hot	heated		removable,heated,hot	plugged	stove,hot	hot	smoking
straightjacket	used		complete		broken,complete	used		unique	used	reversible	adjustable	a	dead,done	
strainer	used	portable	used	broken	dead			active,used	used	removable,used	plugged,adjustable		adjustable,used	adjustable
strap		elastic	removable,adjustable	removable,adjustable	waterproof,removable,adjustable				worn,removable,adjustable	removable,adjustable	adjustable	heavy,adjustable	tight,adjustable,padded	adjustable
straw	used		dry,broken	dry	closing		edible	used,edible	edible,long	edible,dry,used	barbed	melting	broken	edible,adjustable
straw	used		dry,broken	dry	closing		edible	used,edible	edible,long	edible,dry,used	barbed	melting	broken	edible,adjustable
strawberry	edible	edible,fruit	ripe,red	ripe,red		sweet,edible,poisonous	edible	white	edible	edible	joyah,edible,strawberry	edible,gone	edible	edible
streetlight			on	on	blinking	available		illuminated	on	illuminated	twinned,electrified			illuminated
stretcher	used	loaded,used	loaded,empty		loaded	required		used,motorized	used	removable,used	plugged,adjustable			adjustable,towed
string cheese	used	edible			edible,optional	eaten,edible	used,available,edible		edible,used	edible	milky,edible	good	good	edible,spicy
stroller		portable	loaded	broken	loaded				removable	used,available	adjustable,evalle	handy,my,gone		adjustable
stuffing	clean	good	complete		finished	easy	edible		edible,used	edible,dry	edible	good	good	edible
stump	broken	broken	visible,broken	visible,there,intact	empty	hollow,bent				visible,preserved,dry	barbed	covered	broken	
submarine	active			armed,pictured	damaged,submerged			armed	named		twinned,electrified			towed
subway	electrified	free,underground,electrified	full		safe	accessible,electrified	underground	electrified	closed,long	long	joyah,twinned	a	underground,packed	
sugar cube	eaten	sugar	empty	pictured,crushed	empty	empty	convex,spherical		edible,used	edible,crushed,used	edible	melted	edible	edible,crushed,melted
suit		white,black			sealed,pending	identical,symmetric	uniform	successful		filed,pending,ongoing,consolidated				pending,filed
suitcase	empty	empty	empty	empty,open	empty	empty,clear	empty	empty	empty	empty	packed,bulging,evalle	packed,gone,empty	packed,empty	empty
sundae	eaten,used	edible			complete		widespread,related	vegetarian	edible	edible,sold	joyah,evalle	gone	pretty	edible
sundial		ancient	broken	broken	complete	fixed,visible								adjustable
sunflower	edible,poisonous	edible,yellow,white		pictured,yellow,edible	dying	abundant,poisonous,edible	poisonous		edible,named	edible	edible	edible	edible,beautiful	edible
sunglasses			removable	broken	waterproof,removable	true			removable	sold	joyah,youre,evalle			
sunroof			closed,open		shining	available			covered,closed	removable,open	jaenelle,joyah,evalle	visible	closed,pretty	adjustable
surfboard	used	rigid,portable	broken	pictured,broken	waterproof				waterproof	adjustable,used		broken	packed	adjustable
sushi			delicious,good	good		eaten,available		vegetarian		edible	spicy,delicious	good	good	
suspenders	removed	optional,used		adjustable	removable			adjustable	removable	adjustable		used	worn	adjustable
swab	clean	white,used	clean		waterproof		poisonous	edible		taken,used	adjustable	transparent,covered		disposable,sterile,sticky
swan		white,endangered	dead	here,dead	dead	gone,endangered			named	known,endangered	joyah,evalle	gone,alive	dead	asleep,extinct
sweater		white	mine,reversible	red,white,black	reversible	worn		white		reversible,cropped,long	cute	my,cute	pretty	adorable,cute
sweatsuit					waterproof	worn,available	available,free	optional				wearing,worn	tight	
sweeper	used	human	dead	here	dead				named,used	used	adjustable	a	done	
sweet potato	eaten,used	edible,cultivated		edible,sweet	sweet	eaten,edible,sweet	edible,poisonous	eaten,edible	eaten,edible	edible,related,cultivated	joyah	sweet,edible,delicious	edible	edible
swimming pool		enclosed	full	heated	closed,empty		open		enclosed	heated	rated			sanitary,heated
swimsuit		optional,white			waterproof,pictured	worn,available,optional	free,optional				evalle	wearing	pretty	
swing	broken	free	sharp	broken	swinging,complete	balanced			adjustable		adjustable,easy	good	easy	adjustable
swing set	available,used			complete	complete	available	played	complete	adjustable		adjustable		simple	electrified
switch	used	open,closed	on	on,broken	reversible	activated	used	automatic	on	reversible	dialed		closed,on,off	clicked
swizzle stick	used	used		broken	dead	used	used,available	used,edible	used	edible	adjustable		pretty	
sword	broken	broken		sharp,broken	sacred,mine,yours	broken,drawn	used	engraved	curved,long	drawn,long	joyah,kaladin	sharpened,a,gone	broken,short	
swordfish	edible		edible	endangered	edible,dead	poisonous,edible,endangered	poisonous	endangered	edible,poisonous	edible	joyah,evalle	a	alive	edible,poisonous
syringe	empty,used	loaded,used	empty	empty	empty,sterile	empty	named		empty,used	removable,used	plugged,adjustable,inserted	used,available	empty	disposable,adjustable
syrup	edible	sweet,bitter		sweet		available		sweet,clear	edible,alcoholic	fermented	acidic			acidic,edible
t-shirt	white	white,red,black	mine		pictured	worn	worn	white			downloadable	cute	cute	
tab		blank,empty	closed,open	open	closed,open		fixed		closed,open	open				adjustable
table	complete,shown	complete,incomplete	complete		empty	shown,complete	complete	complete	complete	complete	archived,subdivided		numbered,packed,covered	archived,alphabetical
tablecloth	clean	white	white,clean	white	worn				white	white	woven,embroidered	covered,stained	pretty	
tablet					waterproof,compatible	sealed			removable,portable,waterproof	portable,waterproof	downloadable,rated	available		downloadable
tack		used		broken	changing	easy				adjustable	adjustable	good	clipped	stainless,adjustable
tackle	used,broken		successful	illegal,complete,made					made,successful	made	joyah,evalle	good	successful,done	easy
taco						available		free	edible,cooked	edible,vegetarian	joyah,spicy,evalle	delicious		edible,spicy
tadpole		aquatic,green	dead	pictured	dead				named	long		born	alive,small	edible
taffy		white		sticky		available	named	edible	edible	edible	joyah,evalle	good	good,pretty	edible,addictive
tag	unique		mine			optional				tagged				
taillight			visible			fixed					electrified,adjustable	shown,electrified,visible		adjustable
tamale			cooked		edible	spoken	listed	used	edible	edible,cooked	eaten,edible,spicy,joyah,delicious	spicy,delicious	good	edible,spicy,cooked
tambourine		musical	used	pictured		toxic,poisonous			present,used	used	sung,tambourine		loud,there	playable
tank	empty			empty		empty,operational	operational			empty	rated	empty,gone	loaded,packed,empty	stainless,cleaned
tank	empty			empty		empty,operational	operational			empty	rated	empty,gone	loaded,packed,empty	stainless,cleaned
tape				blank	deleted,recorded		played	recorded,clear		blank	adjustable	taped,uploaded		playable
tape measure	used	used			defective,removable	constant,linear			used	included,used	shown	shown	accurate	adjustable
tape recorder	used			broken	defective,removable	portable,available	used,portable		used	included,used		used,available		
tapestry	lost		complete	finished,complete		preserved					woven	woven,a,tapestry	beautiful	unfinished
tarantula		edible,poisonous			contagious,poisonous,dead	poisonous	long		edible,known,poisonous			edible,poisonous	alive,dead	venomous,poisonous
target	known	moving	named	clear					identified,named	identified,known	rated	a	clear	
tarp						worn	named			removable,waterproof	edible	gone,covered	covered	adjustable,covered
tattoo	unique	real	permanent	permanent	permanent	visible	visible	visible	permanent	visible,unique	evalle		pretty	
taxi	available					available	free	available,free		available	joyah,evalle	cheap,waiting	packed,waiting	parked
tea	sweet	good		hot,good	ready	sweet,bitter,edible	sweet	sweet	sweet,hot	fermented,hot	joyah	delicious	good	spicy
teabag	empty	empty	empty	empty	yours	empty,available	edible			edible	furnished,evalle	a,my,gone	empty,covered	edible
teacup	empty	empty	empty	full,empty,broken	mine,yours	edible			empty	empty	joyah,edible	edible,gone	empty,covered	stainless
teapot	empty,used	empty	empty,broken	empty,broken	mine,yours	empty			edible	heated	joyah	a,edible,gone	empty	stainless
teddy bear		popular	dead	dead	dead	named	named		named	edible,extinct	joyah,evalle	gone,funny,a,cute	dead	edible,adorable,cute
tee		marked,green		square			listed,open				joyah,evalle		covered	playable,adjustable
teepee	used		empty	complete				used	built	tall	joyah,evalle	a,gone		ruined
telegraph	used			dead	encrypted	available		used,electrified	encrypted,used	used	reprinted,twinned	electrified	here	quoting
telephone pole		vertical	broken	broken	broken	fixed			broken	tall,long	located	used	large	electrified
telescope	operational		visible		operational,functioning	operational	automated	automated		used	electrified	available	big	adjustable,unmanned
television		television,good	on	on	dead,watching	available	broadcast	broadcast	on			on	on	ringing
tennis ball	used	spherical,round	broken	round	broken,spinning	played	used,played		used	spherical	joyah,tennis	a	broken	adjustable
tent	empty,closed	empty	full,complete		empty	empty	open	open	covered		furnished	empty	packed,covered	adjustable
terrarium		large	complete	complete,empty		spherical	named				excavated	located	enclosed	
test tube	empty	hollow,cylindrical	empty	empty,broken	empty				empty	empty,used	plugged,adjustable	available,tested	sealed	
thermometer	fixed		working	broken	calibrated,accurate	portable,accurate	used,fixed		used	calibrated,available		used		vibrating,ringing
thermos	empty			empty	waterproof,removable	spherical			removable,waterproof	reusable,removable,empty	adjustable	compatible	worn,covered	stainless
thermostat			on	adjustable	waterproof	spherical	used		adjustable	adjustable	adjustable	adjustable		
thimble			empty,broken	empty,broken	mine				used	used	joyah,twinned,evalle	a	done	adjustable,engraved
thorn	poisonous		poisonous,dead	there,dead,gone	there,gone	gone	poisonous		poisonous	sharp	evalle	growing,gone,thorn	there,true	venomous,poisonous
thread		long,straight,thin	open		closed,active	broken				connected	encrypted		closed	archived
throne	vacant,empty	empty	empty,yours	vacant,empty,ours,yours	theirs,yours	broken,vacant,empty	crowned,vacant,absolute	restored,vacant	hereditary,vacant	hereditary,crowned,vacant	jaenelle,crowned,lucivar	a	gone	empty
thumb		free,swollen	shown	visible	sore	crooked	hooked				flexed		small	rotated
thumbtack	used			removed,broken	yours,broken	fixed				used		gone	worn,covered	encrypted
tiara		gold		silver,gold	mine,yours,hers	worn	named		worn	gold,worn	twinned,evalle		beautiful	embroidered
tick		right	male	dead	ticking	dead	tick		named			a		
ticktacktoe	used				welcome			used	edible,poisonous	edible	twinned,evalle,joyah,koppen	a	dead	
tie	tied,broken	broken	tied,broken	red	tied,broken	broken,tied,drawn,shown	tied,broken	noted,broken	broken	black	evalle	contested,tied	closed,broken	
tiger	killed	extinct,endangered	dead	dead	dead	threatened,endangered			named		joyah,lucivar,evalle	gone,afraid,alive	dead	dead,gone,asleep
tile		white,green	broken	white		empty				white	reproduced,encrypted			engraved
timer	set,fixed	accurate,running	set	set,running	set	fixed	set,reset	set,adjustable	active	set,active	dialed		ringing	enabled
tinsel		red	broken			edible			edible		barbed,woven	shiny		
tiramisu	used			good		electrified		used		sweet,edible,served	twinned,koppen	a,lacking		
toad	eaten		dead		dead,yours	eaten,poisonous	poisonous		named	edible	joyah,evalle	a,vegetarian	dead	alive
toast	finished,broken	finished,good	ready	broken	toast,finished	broken,eaten	served,made	served	eaten,served	edible,burnt	fried	toast		burnt
toaster	available,used		broken	broken		available	served,used			removable,heated,used	joyah,evalle	broken,gone	hot	
toaster oven	used					available	used,installed,open		used	available	plugged,furnished,adjustable			
toe		long,swollen	missing,broken	visible,long	swollen	crooked			missing	pointed,long	barbed,shaved		intact	concave,tapered,curved
toga		white,black		black,red,white	yours				long	edible,long	twinned,romanized,evalle,joyah	a		embroidered,worn
toilet	used	open,empty	flush,flushed	broken	empty	empty	used	clean	flush	heated,flush	joyah,easy	empty		leaking
toilet paper	clean	white,used	used		edible,reusable	available,clean	used	transparent	used	reusable,used	recycled,edible	stained		
tomato	edible	edible,green,eaten,poisonous	red	ripe,red	ripe	eaten,edible,poisonous	edible,poisonous		edible	edible,ripe,red	joyah,edible	good,edible	edible,ripe	edible,ripe
tomato sauce		edible,white			optional		used		used	used	spicy	good,spicy		spicy
tongs	used	used	used,broken	broken	mine,yours				long,used	long,used	adjustable			adjustable
