Word	BERT_base_common	BERT_large_common	RoBERTa_small_common	RoBERTa_large_common	DistilRoBERTa_common	DistilBERT_common	SqueezeBERT_common	MobileBERT_common	Longformer_base_common	Longformer_large_common	ALBERT_base_common	ALBERT_large_common	ALBERT_xlarge_common	ALBERT_xxlarge_common
radish	preserved,edible,boiled,eaten	long,red,edible,eaten,green	green,present,yellow,red,white,blue	green,small,pictured,red,edible,here	radioactive,dead,harmless,infectious,poisonous,contagious	eaten,available,threatened,used,empty,true	included,named	endangered,edible,eaten,vegetarian	defined,small,long,white,present	common,poisonous,green,sterile,white,red,edible,cultivated	milky,acidic,joyah,barbed,edible	dense,thicker,saturated,acidic,edible	good,edible,nice,gone,pretty	edible,juicy,poisonous,eaten,fragrant,spicy,cooked
raft	submerged,complete,empty	complete,heavy,empty,full	full,empty,complete	sinking,floating,empty,damaged,overloaded	empty,submerged,waterproof,sinking,underwater	available,free,broken,accessible,empty,complete	free,used,available,complete	open,rigged	waterproof,long	built,waterproof,reversible,long,removable,available,used,dry	electrified,covered,intact,navigable,joyah,evalle,barbed,twinned	electrified,gone,enclosed,covered,broken,intact	empty,broken,sealed,covered	floated,navigable,loaded,adjustable,movable,towed
rag	used,broken,clean	red,used,empty,clean,good	clean,soaked,wet,dry,dirty	clean,white,over,wet,red,dirty	dead,mine,yours,ours	worn,preserved,broken	written,played,named	broken,clear	waterproof,worn,used,edible	dyed,used,wet,red,white,long	joyah,evalle,barbed,lucivar,jaenelle	gone,a,filthy,my,broken,your,dirty,gonna,mine	dead,gone,hot,covered	leaking
railing	closed,broken,open	high,raised	clear,visible,decorative	there,white,broken,raised,high	locked,broken,damaged,closed	curved,electrified,paved,broken,clear	removed,vertical	locked,fixed	vertical,raised,decorative	painted,raised,high,curved,removable	electrified,sturdy,covered,barbed,adjustable	horizontal,stained,wooden,covered,broken	broken,adjustable,padded,electrified,sturdy,covered	stainless,adjustable
rain gauge	used,available,fixed,maintained	automated,electronic,used,accurate,operational,digital	broken,visible,shown,showing	working,correct,broken,accurate	accurate,updated	maintained,fixed,used,available,accurate,valid,specified	electrified	used,electrified	shown,used	available,used		available,adjustable,used	adjustable,clear,covered,accurate	accurate
raincoat	worn,black,removed,optional	long,white,wet,black	wet,needed	white,black,waterproof,optional	welcome,optional,worn,waterproof	white,gone,wet,worn	black,white,worn	worn	waterproof,worn,removable	waterproof,worn,reversible,white,removable	joyah,evalle,barbed,worn,jaenelle	gone,wearing,a,my	tight,worn,covered	adjustable
raisin	used,edible,sweet,eaten	red,white,edible,sweet,green,optional	broken,sweet,red,cooked	edible,round,black,optional,red	cooked,ripe,edible,toast,sweet	eaten,edible,available,used,ripe,smoked,sweet,boiled,poisonous	used,named,present	used,sweet	cooked,frozen,eaten,edible	popular,used,red,sweet,edible	milky,spicy,acidic,sodium,spelt,eaten,edible	delicious,spicy,good,edible	dead,edible,good,gone,there	ripe,edible,fragrant,juicy,cooked
rake	preserved,unique,lost	long,used	clean,broken,used,loaded	heavy,broken	theirs,payable,mine,yours,ours	electrified,uncommon,true,broken	free,lost,credited,available	used,available,electrified	broken,used,long	broken,flat,used,adjustable,long,removable	electrified,done,easy,rated,recycled,barbed,adjustable	heavy,adjustable,handy	hard,done,there,dead,gone	adjustable,cocked,handy
ram	destroyed,broken,buried,killed	white,large,strong	killed,dead,saying	dead,here,hungry	empty,finished,dead,broken,yours,ready	free,weak,dead	used,ram,present	armed	known,named	large,extinct,long	plugged,accessed,enabled,encrypted	a,compressed,encoded,enabled,encrypted,used	empty,dead,broken,done,there,loaded	encrypted,adjustable,configured,enabled,accessed
ramp	closed,paved,accessible,used,open	high,closed,accessible,locked,open	visible,closed,open,complete	clear,down,there,steep,open,up,high	empty,visible,closed,blocked	open,complete,paved,closed,accessible	long	paved,covered,closed,accessible,open	closed,long,accessible	wide,paved,open,long,accessible	electrified,accessed,constructed,unlocked,adjustable	electrified,parked,unlocked,paved,built	high,steep,closed,covered	paved,enclosed,navigable,towed,accessible,inaccessible
raspberry	poisonous,edible	edible,sweet,evergreen,cultivated	gone,red,broken	green,ripe,red,edible,black,sweet,dead	dead,mine,yours,ours	edible,bitter,threatened,ripe,sweet,poisonous	edible,named,poisonous,hardy,eaten	edible,bitter,eaten	known,poisonous,radioactive,edible	poisonous,red,black,edible,cultivated	milky,spicy,raspberry,acidic,joyah,aromatic,edible	delicious,hot,raspberry,sweet,edible	edible,good,nice,pretty	edible,invented,patented,cheaper,addictive
rat	dead,threatened,eaten,killed,hungry	eaten,prey,human	named,alive,male,killed,dead,eaten	dead,here,hungry	hungry,free,dead,starving,contagious,poisoned	free,dead,endangered,hungry,edible,poisonous	mute,poisonous,migratory,blind,nocturnal	edible,nocturnal	pregnant,known,poisonous,named	endangered,extinct,edible	joyah,evalle,barbed,lucivar	gone,a,allergic,alive,dead,afraid,crazy	dead,crazy,sick,gone,alive,hungry,here	afraid,scared,frightened,alive,hungry
ratchet	locked,fired,used,removed,fixed	used,empty,loaded	loaded,missing,broken,found,used	here,spinning,broken	dead,cold,turning,gone,tied,done	hollow,correct,used,fixed	used,named	audible,adjustable,used,sound	broken,known,used,long	fixed,adjustable,used	joyah,evalle,mastered,barbed,twinned	broken,gone	dead,done,there,here	unlocked,tightened,rotated,adjustable,movable,inserted,flexible
rattle	loud,audible,sound,clear	used,musical	silenced,loud,over,heard,silent	real,loud,over,true,right	audible,dead	audible,heard,loud,sound,true,poisonous	poisonous	clear	broken,sound,silent,audible,heard,loud	audible,loud,unique,used	deafening,joyah,infectious,evalle,barbed,loud	electrified,vibrating,broken,loud,audible,louder,sounding,deafening,sounded,funny	stopped,dead,real,done,there,happening	broken,deafening,ringing,loud,vibrating
rattlesnake	eaten,poisonous,threatened	edible,poisonous,extinct	aggressive,eating,named,dead,eaten,poisonous	harmless,endangered,small,extinct,dangerous,pictured,dead	dead,harmless,endangered,edible,extinct	threatened,endemic,endangered,extinct,edible,poisonous	poisonous,migratory,threatened	known,endangered,threatened,common,extinct,endemic,present	known,poisonous,predatory,endangered,named,eaten,edible	common,known,extinct,poisonous,predatory,endangered,edible	allergic,endangered,joyah,evalle,poisonous,barbed,venomous	gone,a,alive,dead,funny,afraid,gonna,poisonous,crazy,venomous	dead,poisonous,alive,scary,here	harmless,poisonous,dangerous,endangered,deadly,extinct,scary,venomous
ravioli			delicious,good	delicious,done,good,cooked	edible,toast,mine,yours	endemic	known,famous,named,present	used,edible	edible,long	sold,cooked,served,available,vegetarian,edible	delicious,milky,spicy,good,acidic,fried,heavenly,aromatic,edible	delicious,hot,spicy,good,cooked,fried,edible	plain,good,thick,pretty	delicious,edible,spicy,cooked,baked
razor	used,sharp	long,sharp,clean,dull,thin,straight	clean,used,sharp	there,broken,here,dull,sharp	dead,mine,yours,safe,sharp	sharp,long,straight,broken	free,sharpened,sharp,used,cut	broken,sharp	sharp,used,long,removable	sharp,reusable,curved,black,removable,long,used,adjustable	thicker,easy,sharpened,razor,joyah,evalle,barbed,adjustable	gone,sharp,a,sharpened,razor,handy,patented	dead,broken,thin,sharp,short	sharp,expensive,stainless,sharpened,adjustable,disposable,electrified,accurate
razor blade	used,sharp	long,sharp,flat,thin,straight	clean,broken,used,sharp	visible,red,dull,silver,curved,sharp	dangerous,mine,broken,yours,sharp	curved,sharp,used,broken	sharpened,used,cut	curved,sharp	sharp,curved,removable,long	sharp,thin,used,curved,removable,long	thicker,sharpened,patented,barbed,adjustable	sharp,sharpened,used,patented,tapered,adjustable	small,broken,thin,sharp	clipped,tapered,stainless,sharpened,adjustable,disposable,flexible
ready meal	eaten,served,prepared,provided,offered,consumed	complete,ready,served,over,food,finished,eaten	served,cooked,complete,prepared,ready	available,there,ready	cooked,yours,served,ready,prepared	eaten,ready,served,recommended,offered,prepared,available	served,prepared,eaten,available,required,cooked	served,cooked,recommended,eaten,vegetarian	cooked,ready,served,prepared,available,eaten,included	sold,cooked,ready,served,provided,prepared,available,vegetarian,included	done,easy,guaranteed,ordered,joyah,ready,eaten,edible	delicious,a,cooked,prepared,eaten,edible,served	easy,prepared,packed,good	edible,boiled,eaten,affordable,baked,served,cooked,available
rearview mirror	illuminated,broken	used	illuminated,locked	removable,broken,visible	removable,locked,obscured,visible,closed,illuminated	reflective,mounted,fixed,available,illuminated	visible	broken,clear,tinted	closed,visible,illuminated	adjustable,provided,removable,illuminated	redesigned,included,adjustable	stained,painted,unlocked,adjustable	changing,changed	electric,adjustable,included,movable,fitted,vibrating
recliner	used,accessible,available	portable,used,flat,comfortable	broken,adjustable,included,comfortable	broken,new,comfortable	removable,optional,reversible,waterproof,broken	rigid,available,disabled,stationary,upright,accessible,inclined	named	open,curved	portable,adjustable,comfortable,removable,included	removable,reversible,available,used,adjustable	plugged,adjustable,padded	a,my	covered,packed,pretty	adjustable,padded,comfortable,rocking
record	complete,broken,incomplete,lost	incomplete,clear,complete	incomplete,clear,broken,good,complete,mine	clear,correct,broken,official,complete	broken,public	accurate,current,broken,complete,stable	new,complete	broken	broken,incomplete	complete,correct,recorded	unanimous,undefeated,unbeaten,guinness,unbroken	valid	clear,written	deleted,archived,encrypted
record player	elected,called,named	indicated,noted,listed,credited	named,present,listed,shown	working,included	credited,listed,copyrighted	named,indicated,listed,shown	retired		known,listed,credited,named	available,used,installed,included	credited	a	here	playable,audible
recorder	available,used	portable,used,played	missing,damaged,intact,found	working,silent,broken,full,ready,complete,running	defective	mute,available,electrified,clear	mute,recorded,played,portable,active	free,electronic,automated,used,portable	damaged,destroyed,used	portable,available,waterproof,used,removable	rated,encrypted,reproduced	available,uploaded,recorded,encrypted		enabled,ringing
red carpet	available,used,worn	red,white	done,ready	green,everywhere,white,blue,red	welcome,ready,yours,over	electrified,used,available	covered,white,used,removed	clear	closed,shown,open,long	open,red,long,green	ringing,wearing,replacing,jaenelle,joyah,evalle,twinned	stained,ugly,gone	packed,done,here,closed,covered	beautiful,gone,inviting
reel	preserved,complete,broken,lost	finished,cut,long,complete,empty,blank	loaded,included,complete,shown	broken,full,empty,complete,spinning	deleted,shown,included,complete	electrified,clear,shown	cut	lost,complete,recorded,preserved,clear	numbered,shown,long	attached,used,complete,long,removable	electrified,dialed,plugged,adjustable	electrified,gone,there,unlocked,spinning	rolling,closed,gone,finished	hooked,rotated,adjustable,playable,glued
refrigerator	functional	open,empty	clean,full,broken,locked,empty,open	leaking,full,running,complete,working,broken,empty,open	empty,locked,overflowing,broken,sealed,open,closed	empty,electrified,available,linear	used,open,clean,operational,available	electric,closed,open,locked	broken,closed,empty,open,locked	available,used,heated,removable	housed,furnished,plugged,equipped,adjustable	gone,open,empty,haunted,hot,handy	packed,closed,huge,covered,big	hot,vibrating
reindeer	hunted,eaten,endangered,killed	endangered,extinct	happy,injured,dead	asleep,hungry,alive,dead,ready	free,dead,yours	hunted,extinct,protected,hunting,threatened,endangered	reindeer,migratory,territorial,extinct	white,endangered,kept,present	named,dead,injured,killed	male,extinct,born,named,edible	allergic,jaenelle,joyah,evalle,edible,twinned	gone,cute,alive,funny,afraid,flying,happy,crazy,reindeer	cute,there,here,missing,dead,gone,hungry	cute,adorable,edible,magnetic,pictured,reindeer,gonna
remote control	available,used	used	available,working,functional,included,used	available,included,used	removable,activated,working,enabled,disabled,functional	essential,disabled,required,possible,available,necessary	automatic,controlled,limited,used,available	used	activated,available,disabled,used,included	available,used,provided,removable,included	accessed,enabled,ieee,adjustable	available,used,included,adjustable,installed	easy,unlocked,controlled,adjustable,handy	adjustable,included,playable
retainer	sold,used,available	important,used,required,empty,needed,optional	complete,required	paid	recommended,voluntary	charged,available,required,satisfied,liable	named,elected,entitled	listed	available,permanent,used,complete,included	paid,known	electrified,inserted,adjustable	a,given	paid	magnetic,adjustable,disposable,folded,flexible
revolver	unique,used,loaded	used,empty,loaded	loaded,missing,unloaded,marked,found,empty,recovered	found,loaded,broken,locked,empty,discharged	loaded,locked,recovered	fired,available,empty,loaded	used,automatic	automatic,used,locked,loaded	missing,recovered,loaded	discharged,used,loaded,adjustable,removable,interchangeable	rated,reproduced,evalle,unlocked,adjustable,engraved	fired,unlocked,numbered	empty,broken,sharp,big,loaded	engraved,patented,cocked,stainless,adjustable,towed,accurate
revolving door	locked,closed,unlocked,open,opened	unusual,used,new	over,closed,complete,broken,open,dead,closing	closed,real,broken,open,closing	locked,broken,closing,shut,open,closed	locked,open,closed,accessible,fixed,broken	closed,used,open,locked	closed,open,locked	locked,closed,used,open	closed,automated,used,open,locked,automatic	electrified,accessed,unlocked,closed,adjustable,twinned	open,a,opened,transparent,revolving,unlocked,closed,locked	closed,there,happening,closing	open,unlocked,playable
rhinoceros	endangered	small,extinct,endangered,large,human,amphibious	eaten,white,male,extinct	endangered,extinct,pictured,threatened,dead	dead,endangered,extinct,ours	threatened,endemic,endangered,extinct,poisonous	asian,extinct	endangered,edible,extinct	known,extinct,endangered,named	known,extinct,endangered,long,tall,large,edible	koppen,twinned	here,a,extinct,alive,dead	dead,known,beautiful,alive,extinct,one,here	edible,poisonous,eaten,endangered,alive,extinct,venomous
rhubarb	used	green,edible	growing,edible,present	edible,green,ripe,sweet,red	edible,dead,poisonous,ripe	true,threatened,poisonous	used,named	edible	toxic,produced,known,poisonous,nutritious,fertile,eaten,edible,present	green,red,edible,long,hairy	romanized,joyah,evalle,koppen,twinned	the,a,jewish,true	edible,good,gone,thick,pretty	ripe,edible,poisonous,eaten,delicious,fragrant,spicy
ribbon	white,blue	red,white,blue,yellow	attached,tied,red,cut,missing,blue,broken	blue,black,broken,white,purple,red	attached,broken,torn,worn	blue,white,worn	blue	white,blue,green,black,red	worn,cut,long	wide,blue,worn,red,black,white	woven,striped,embroidered,adjustable	gone,covered,printed,engraved,embroidered	matching,covered,pretty,folded	embroidered
rice	cooked,used,edible,eaten	eaten,green,white,cooked,edible,yellow	yellow,cooked,ready,white,brown,good	hot,cooked,ready,white,sticky,brown,dry	edible,ready,cooked,ripe	eaten,cultivated,edible,cooked,steamed,boiled,consumed	edible,sweet,dried,grown,boiled,cultivated,rice	steamed,sweet,white,green,cooked,fried	cooked,good,edible,used,eaten,white	cooked,sweet,fermented,white,used,edible	milky,spicy,acidic,boiled,ripe,fried,eaten,edible	delicious,spicy,good,sweet,cooked,edible	good,spicy,pretty,eaten	edible,boiled,spicy,greasy,steamed,cooked,baked
rickshaw	electrified,used,illegal,available	portable,used	loaded	moving,running,empty,damaged	ready,dead,broken	electrified,available,compulsory,accessible,valid	named,closed,popular,open,available	free,popular,used,available,sold	built,long,used	available,used,electric	electrified,joyah,evalle,easy,twinned	here,gone,going,a,flying,running,parked	packed,closed,parked,there,here	automatic,adjustable,electrified,movable,navigable
rifle	unique,used,available,standard	heavy,loaded,accurate	loaded,missing,unloaded,found,empty,recovered	loaded,new,broken,pictured,automatic	loaded,removable,defective,mine,unloaded	fired,automatic,loaded,available,used,armed	automatic,empty,armed,unarmed,produced	automatic,used,locked,loaded,available	mounted,long,loaded	popular,available,automatic,long,interchangeable	rated,evalle,defended,equipped	available,fired,armored,used	sharp,pretty,big,loaded,smoking,broken	unmanned,cocked,automatic,adjustable,towed,accurate
rim	broken,eroded,rounded,convex,circular,flat,smooth	curved,round,convex,raised,flat,straight,smooth	clear,visible,smooth,missing,hollow,broken,exposed	round,square,broken,flat,smooth	empty,closed,broken,hollow,sealed,flat	curved,spherical,hollow,circular,smooth,convex	wide,circular,convex,round,deep	circular,eroded,rounded,worn	missing,curved,smooth	raised,curved,removable,wide,high,rounded,adjustable	convex,tapered,thicker,concave,adjustable	tapered,painted,covered	transparent,curved,tapered,adjustable,flat,covered	curved,concave,corrugated,tapered,stainless,tubular,adjustable
ring	broken,unique,closed,complete,empty	rigid,closed,circular,empty,open	missing,broken,complete,mine,worn	gold,missing,square,broken,unique,silver	empty,broken,mine,sealed,yours,hollow	zero,continuous,infinite,symmetric,closed,linear,finite	fixed,closed,used	broken,closed	hollow,missing,worn,inscribed,removable	square,circular,unique,silver,round,gold	electrified,encrypted,engraved	engraved,worn	there,big,broken,important,gone	unlocked,enchanted,engraved,defective,magnetic,broken,stolen,adjustable,pierced
riser	used,closed,removed,raised,fixed	vertical,used,empty	here,over,dead,ready	there,broken,rising	welcome,free,dead,mine,yours,over	used,available,broken,activated,fixed,empty	dead,named,listed		known,shown,used,named	raised,high,tall,adjustable,curved,removable	electrified,rated,joyah,evalle	called,used	dead,there,adjustable,here	adjustable
road sign		green,signed	posted	clear	posted,pictured,broken,visible,missing	clear,listed	marked		posted,marked	illuminated,signed	unsigned,spelled	here,there,marked,posted	clear,changing,here	
roadsweeper	destroyed,lost,damaged,disabled	military,human,amphibious	working,broken,here,complete	there,dead,here	dead,ready,broken	preserved,available,named	navigable,named	used,available	active,known,used,operational,named	known,automated,used,reusable	archived,uploaded,unavailable,rated,joyah,evalle,twinned	gone,there,a	dead,done,there,here	playable
robe	gone,long,white,worn,black	red,white,long,black	white,black,transparent,silk,red,worn	red,worn,white,black,blue,open	removable,stained,worn,torn	white,optional,worn	sacred,white,worn	black,white,worn,embroidered	transparent,waterproof,worn,black,white,long	black,long,blue,worn,red,white	stained,woven,joyah,worn,embroidered,jaenelle	stained,covered,wearing,woven,embroidered,worn	sealed,thick,pretty,nice,tight,worn,covered	embroidered,translucent,wrinkled,coloured,adjustable,worn,folded,woven
robot	broken,damaged,lost,dead,destroyed	alive,dead,human	named,sentient	armed,dead	dead,sentient	perfect,free,disabled,dead,broken,moving	named,human	released,successful,damaged,killed,destroyed	sentient,known,humanoid,armed,named	built,autonomous,humanoid,armed	electrified,joyah,evalle,mastered,robotic,twinned	gone,robot,a	dead,funny,gone,alive,scary,here	playable,unmanned,sentient,defective
rock	eroded,flat	it,music,rock,dead,good	soft,flat,hard,solid,molten	moving,flat,red,solid,round,there,broken,falling	soft,falling,dead,mine,ours	falling,pure,clear,broken	rock,named	black,volcanic,exposed	solid,flat,radioactive,exposed	solid,volcanic,extinct,hard,flat,smooth,red,white	gone,barbed,joyah,evalle,blowing,alive,kaladin	gone,slippery,melting,a,there,jagged,solid	cool,there,big,dead,broken,gone,solid	dead,broken,lying,gonna,gone,alive
rocket	lost,damaged,fired,successful,destroyed	empty	loaded,destroyed,launched,fired	damaged,destroyed,ready	burning,working,operational,loaded,ready,reusable	stationary,operational,flown,fired,loaded,launched,available,moving	destroyed,launched,used,operational,complete	armed,unmanned,damaged,launched,operational	damaged,named,stable,launched	used,reusable,launched	electrified,rated,joyah,powered,evalle	fired,grounded,gone,flown,destroyed,flying	dead,done,closed,flying,ready	aerodynamic,unmanned,manned,flown,unloaded,supersonic,fired,towed,airborne
rocking chair	broken,empty	portable,used,empty	empty,pictured,mine,broken	new	removable,hers,broken	rocking,upright,broken,empty,fixed	comfortable,adjustable,used		portable,used,comfortable,removable,included	portable,used,electric	furnished,adjustable	gone,a,cute,my,rocking	covered,there,rocking,pretty	broken,adjustable,gone,rocking
rocking horse	used,shown		broken,finished,pictured,mine	real,dead,silent,true	dead,mine,yours,ours	rocking,perfect,named,moving,strong,shown	listed,named,used,included,present	used,present	broken,used	known,extinct,unique,used,related	a,mastered,rocking,evalle,joyah,happy	gone,going,a,cute,my,rocking,funny,gonna	there,rocking,here,dead,changing,crazy,gone	cocked,gonna,gone,rocking,asleep
roll	broken,marked,repeated,complete,fixed	long,round,empty,rolled,free	loaded,correct,perfect,good,complete	completed,over,complete,successful,done,correct	ending,rolling,complete	empty,rolling,complete	marked	free,clear	fixed,known,used	broken,finished,completed,long,made,empty,used,complete	rated,reproduced,barbed,adjustable	gone,on,done,a,covered,good,adjustable	simple,shown,written	numbered,folded,loaded
roller	used,fixed,rolling,stationary	high,heavy,vertical,stationary,used,horizontal,flat,there,hard,straight	broken,used	moving,broken,empty,spinning	dead,rolling,turning,ready,closed,spinning	constant,electrified,stationary,fixed		free,used,stationary,fixed,adjustable,motorized	adjustable,waterproof,removable,long	broken,removable,reversible,long,flat,used,adjustable	electrified,plugged,flexible,unlocked,rotated,adjustable	slippery,hot,broken,adjustable	adjustable,tight,closed,hard,covered	stainless,adjustable,disposable,flexible
roller coaster	electrified,closed,open	portable	empty,complete,fun	moving,over,finished,complete	fun,over	haunted,electrified,themed,named	named	haunted,built,closed	open,named,long,closed,enclosed,accessible	built,known,long	joyah,a,happy,evalle,easy	gone,going,a,my	over,happening	underway,scary
rollerblade	used,broken		broken,used	here,broken,sharp	dead,broken,mine,yours	electrified,used,available,stationary,broken,activated		unique,identical,used,motorized,available	used,adjustable,curved,removable,long	curved,used,long	electrified,unlocked,adjustable	a,adjustable,used	hard,different,scary,big	aerodynamic,adjustable,playable,patented,movable
rollerskate	electrified,used,mechanical,automatic	skate,skating,swimming,one,skiing,cycling	broken,finished	unique,new	mine,dead,yours	available,dangerous	used	free,used,available	known,used,named,competitive	known,long,used	a,youre,evalle,youve,joyah,afraid,happy	the,gone,going,a,cute,my,gonna	dead,there,scary	playable,adjustable,pictured
rolling pin	used,removed,fixed,locked	stationary,used	used,broken,pictured,removed	broken,visible,included,used	visible,broken	used,rolling,fixed,loaded	automatic,fixed,adjustable,used,listed	free,used,attached,fixed,adjustable,worn	broken,removed,used,removable,included	used,adjustable,removable,included	inserted,adjustable,shown	handy,included,worn,adjustable,used	there,funny,big	optional,adjustable,folded
roof rack	used,replaced	used	attached,finished,visible,complete	adjustable,included,pictured,removable	removable,finished,visible,closed	installed,available,covered,accessible,fixed	standard	covered	visible	removable,installed,available,used,adjustable	plugged,furnished,adjustable,equipped	covered,adjustable,installed	adjustable,included,enclosed,covered	optional,included,adjustable,available
rooster		important,white,represented,black,large,named	dead,born	dead,here,angry,ready	ready,dead,born	dead,endangered,black,silent,flying	born,named,crowned,white,present	white,black	male,female,shown,named	extinct,black,red,named,white	kidding,rooster,lucivar,jaenelle,joyah,evalle,barbed,barking,growling	gone,hungry,a,cute,rooster,asleep	dead,crazy,alive,there,here	king,knighted,winning,crowned
root		important,simple,complex,unknown	found	here,water	mine,true,dead,yours	hollow,root,finite,infinite	edible,long		known,present	high,unique,large,long	characterized,edible	shaped	thin,strong,thick	
rope	broken,free,cut,long,used	elastic,tied,used,slippery,straight	attached,tight,tied,cut	long,tight,tied,cut,broken,torn	attached,secured,tight,broken,tied,secure	taut,electrified,twisted,broken	free,used,cut,fixed,tied,long	free,rigid,adjustable,tied	broken,attached,strong,long,cut	tied,used,cut,long	electrified,severed,woven,sturdy,knotted,barbed,adjustable	electrified,slippery,broken,woven,barbed,tied	done,loose,broken,tight,knotted,short,tied	tightened,hooked,adjustable,coiled,knotted,slippery,loosened
rosary	preserved,missing,used,broken,lost	simple,written,Latin,optional	full,sacred,finished,ready	silent,free,easy,optional	ringing,ready,lit,yours	consecrated,omitted,blessed,present,sacred,sung	celebrated,given,sacred,blessed,holy,rosary	sacred,holy,used,optional	written,used,sacred	available,known,used	recited,holy,rosary,inscribed,ordained,sacred,jaenelle,venerated,divine,sung	forbidden,true,a,holy,ordained,sacred,called,catholic	beautiful,sacred,such,catholic,holy	practised,sacred,prayed,practiced,recited,liturgical,celebrated
rose	red,white,rare,pink	red,white,beautiful,rose	pink,black,white,red,poisonous	pink,red,white,black,blue,dead	dead,pink,beautiful,yours	true,gone,beautiful,poisonous	rose,named	white,blue	poisonous,named,edible,red,white	uncommon,poisonous,black,edible,purple,pink,red,white	milky,joyah,evalle,edible	grown,gone,stained,beautiful,pink,growing,purple	dead,gone,beautiful,dying,finished	scarlet
roulette wheel	used,shown,played,available	symmetrical,round,endless,circular,flat,straight	loaded,broken	moving,spinning,real,round,broken	dead,broken,yours,rigged,turning,spinning	invented,used,available,broken,shown	used,fixed	adjustable,used,motorized	broken,fixed,shown,used	spherical,rotated,round,reversible	optional,joyah,a,unlocked,adjustable,twinned	gone,a,unlocked,spinning,locked	empty,open,big,dead,broken,rolling,closed,spinning	playable,rotating,flipped,rotated,adjustable,spinning
router	fixed,available	portable,modular,used	broken,installed,running	working,broken,connected	removable,functional,encrypted,working	electrified,available,valid,specified	paved,named,designated	free,known,used,available	active,encrypted,connected,installed,included	connected,removable,installed,available,used,compatible,included	dialed,accessed,enabled,plugged	available,compatible,used	enabled,handy	installed,configured
rubber band	used,removed,broken	flexible,elastic,plastic,rigid,used,circular,thin	attached,visible,used,removed,intact,worn,missing,broken	flexible,tight,elastic,removable,broken	removable,visible,worn,waterproof,broken	visible,elastic,attached,worn	named,played,used,active	worn,transparent	worn,long,removable,removed	reusable,removable,thin,elastic,used,flexible	electrified,barbed,adjustable	a	broken,good,worn,there	adjustable,disposable,glued,flexible
ruby	preserved,lost	precious,red,white,golden,gold	black,broken,found,empty,red,used	gold,purple,red,there,blue,black,white,here	ruby,broken,mine,yours	blue	ruby,white,poisonous	used	transparent,named,known	rare,black,purple,colored,blue,red,white	joyah,spelled,evalle,encoded,encrypted,unlocked,twinned	ruby,a	there,pretty,missing,dead,broken,beautiful,gone	molten
rudder	mounted,fixed,balanced	steered,vertical,fixed,turned	missing,broken,raised,bent,flat,damaged	broken,visible,fixed,spinning	gone,dead,broken	rigid,balanced,fixed	fixed,vertical,submerged,horizontal	balanced	raised,flat,vertical,curved,long	fixed,raised,rotated,adjustable,mounted	electrified,reversed,rudder,inverted,adjustable	variable,movable,adjustable	adjustable	rotated,adjustable,movable,navigable
rug	preserved,broken,clean	woven,green,red,white,black	clean,white,black,stained,dirty,red	white,black,new,red	dirty,broken,dry,wet,clean	empty,electrified,woven,broken	used	woven,white	long	white,long	painted,woven,immaculate,furnished	stained,gone,ugly,beautiful,a,covered,my,pretty	worn,gone,pretty,covered	
ruler	elected,king,appointed,chosen,dead	elected,king,crowned,sovereign,ruler,chosen,human	chosen,dead,king	dead,king,God	king,dead	elected,free,weak,dead,satisfied	named,elected,king,ruler	crowned,king	male,known,elected,chosen,named	male,known,elected,ranked,born,king	jaenelle,saetan,kaladin,lucivar	finite,a,whose	gone,chosen,one,here	afraid,almighty,obeyed,immoral,obedient,punished
rust	visible	red,white,black,thick	there,present,visible	gone,everywhere,real,there	visible,gone,dead,contagious,bad	evident,visible,noticeable,cured,uncommon,gone	visible,rust,common,present	visible	known,visible,radioactive,present,found	common,known,black,visible,gone,there,red,white	bad,gone,joyah,evalle,barbed,rust,fading	gone,done,there,melted,leaking,noticeable	bad,gone,there,happening	gone,noticeable,evident
saddle	unique	high,padded,heavy	clean,fitted,tight,comfortable,worn	heavy,broken,new,padded,worn	loaded,ready,worn,waterproof,yours	hollow,paved,smooth,continuous,empty,clear	straight,flat	black	worn,flat,adjustable,removable,long	worn,high,used,adjustable,removable	electrified,joyah,sturdy,padded,barbed,adjustable	a,covered,good,sturdy,heavy,worn,adjustable	adjustable,flat,worn,covered	stainless,adjustable
safety pin	used,replaced,removed,fitted,fixed	fixed,used	on,attached,removed,removable,used,missing,included	broken,visible,removed,removable	attached,removable,locked,removed,visible,included	required,attached,fixed,used,fitted,specified	used,fixed	used,attached,fixed,adjustable,worn,locked	visible,removable,attached,used,removed,included	removable,attached,used,required,inserted,removed	dialed,inserted,shown,included,unlocked,adjustable	included,adjustable,used	removed,adjustable,included	adjustable
saffron	eaten,used,edible	green,orange,red,white,edible,blue,purple,black,yellow	white,black,blue,red,yellow	there,green,everywhere,white,blue,red,yellow	dead,toast,mine,yours	sweet,edible,green	used,named	green,edible,black,white,clear	red,black,white,present	green,black,white,brown,used,red,yellow,edible,cultivated	joyah,evalle,koppen,barbed,twinned	vegetarian,delicious,fried,spicy,cooked,edible,eaten	good,edible,done,there,dead,gone	edible,fragrant,spicy,poisonous
