User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,biased_context_prompt,adversarial_context_prompt,Are these words synonymous?[ {{Associative Bias}} / {{biased_word_context}} ],Are these words synonymous?[ {{Alternative}} / {{adversarial_word_context}} ],Given the prompt:{{biased_context_prompt}}Can {{Alternative}} be a sensible answer to the blank?,Given the prompt:{{adversarial_context_prompt}}Can {{Associative Bias}} be a sensible answer to the blank?
FPMCK2P37RW2,gel,liquid,frozen,bottle,freezer,Ben took the gel out of the bottle. The gel is ____.,Ben took the gel out of the freezer. The gel is ____.,No,No,No,No
FPMCK2P37RW2,breakfast,ready,unprepared,plate,stove,The breakfast was on the plate while max sat a the table. The breakfast is ____.,The breakfast was on the stove while max sat a the table. The breakfast is ____.,No,No,No,No
FPMCK2P37RW2,clipboard,blank,filled,avoided,finished,Oscar had avoided making his list on his clipboard. The clipboard is ____.,Oscar had finished making his list on his clipboard. The clipboard is ____.,No,No,No,No
NFN2M74RPJ2Q,oatmeal,edible,spoiled,ordinary,terrible,The oatmeal smells ordinary. The oatmeal is ____.,The oatmeal smells terrible. The oatmeal is ____.,No,No,No,No
C69D7VD39FKM,crystal ball,empty,full,nothing,everything,Jim could see nothing in the crystal ball. The crystal ball is ____.,Jim could see everything in the crystal ball. The crystal ball is ____.,Yes,Yes,No,No
C69D7VD39FKM,beetle,edible,harmful,nourishment,discomfort,The beetle will give you nourishment. The beetle is ____.,The beetle will give you discomfort. The beetle is ____.,Yes,Yes,No,No
QHKQ32WVQEGN,pulpit,empty,full,canceled,promoted,The preacher canceled his new pulpit sermons. The pulpit is ____.,The preacher promoted his new pulpit sermons. The pulpit is ____.,No,No,No,Yes
9KNVR6X2DWC4,almond,edible,inedible,chocolate,dirt,Tim grabbed an almond covered in chocolate. The almond is ____.,Tim grabbed an almond covered in dirt. The almond is ____.,No,No,No,Yes
NFN2M74RPJ2Q,board,empty,full,erased,colored,"In the classroom, the students had erased the board. The board is ____.","In the classroom, the students had colored the board. The board is ____.",No,No,No,No
C69D7VD39FKM,puppet,dead,animated,dropped,jumped,Tims play was really good especially when the puppet dropped from the top. The puppet is ____.,Tims play was really good especially when the puppet jumped from the top. The puppet is ____.,Yes,Yes,No,No
9KNVR6X2DWC4,tennis ball,spherical,rectangular,bounced,slid,Bill threw the tennis ball and it bounced on the ground. The tennis ball is ____.,Bill threw the tennis ball and it slid on the ground. The tennis ball is ____.,No,No,No,Yes
C69D7VD39FKM,stew,delicious,disgusting,enjoyed,despised,Jim really enjoyed the soup. The stew is ____.,Jim really despised the soup. The stew is ____.,Yes,Yes,No,No
FPMCK2P37RW2,ring,empty,overflowing,absent,spilling,The group of people was absentfrom the ring. The ring is ____.,The group of people was spillingfrom the ring. The ring is ____.,No,Yes,No,No
FPMCK2P37RW2,skin,smooth,coarse,silk,sandpaper,His skin felt like silk. The skin is ____.,His skin felt like sandpaper. The skin is ____.,No,No,No,No
FPMCK2P37RW2,cork,elastic,dried,easily,never,Bill was sure he would easily get this cork back in the bottle. The cork is ____.,Bill was sure he would never get this cork back in the bottle. The cork is ____.,No,No,No,No
FPMCK2P37RW2,almond,edible,inedible,chocolate,dirt,Tim grabbed an almond covered in chocolate. The almond is ____.,Tim grabbed an almond covered in dirt. The almond is ____.,No,No,No,No
NFN2M74RPJ2Q,cream cheese,edible,inedible,food,fake,The cream cheese in the container is food. The cream cheese is ____.,The cream cheese in the container is fake. The cream cheese is ____.,No,No,No,No
FPMCK2P37RW2,ice-cream cone,edible,fatal,good,expired,The label on the bag of ice cream cones said they were good. The ice-cream cone is ____.,The label on the bag of ice cream cones said they were expired. The ice-cream cone is ____.,No,No,No,No
FPMCK2P37RW2,trowel,edible,inedible,candy,tin,Bill made the trowel out of candy. The trowel is ____.,Bill made the trowel out of tin. The trowel is ____.,No,No,No,No
FPMCK2P37RW2,gondola,empty,stuffed,off,on,People were trying to get off the gondolas rides. The gondola is ____.,People were trying to get on the gondolas rides. The gondola is ____.,No,No,Yes,Yes
C69D7VD39FKM,sling,heavy,light,hard,easy,It was hard to carry the sling. The sling is ____.,It was easy to carry the sling. The sling is ____.,Yes,Yes,No,No
FPMCK2P37RW2,octopus,extinct,plentiful,zero,many,There are zero octopus in the sea. The octopus is ____.,There are many octopus in the sea. The octopus is ____.,No,Yes,No,No
FPMCK2P37RW2,paddle,long,tiny,correct,doll,"Kyle bought a paddle online for his canoe, and it was the correct size. The paddle is ____.","Kyle bought a paddle online for his canoe, and it was the doll size. The paddle is ____.",No,No,No,No
XXKCFJGVJDTX,quad,symmetrical,asymmetrical,also,not,The quad square on one side and also on the other. The quad is ____.,The quad square on one side and not on the other. The quad is ____.,No,No,No,No
9KNVR6X2DWC4,trunk,open,sealed,unlocked,locked,Zaire's car trunk was unlocked. The trunk is ____.,Zaire's car trunk was locked. The trunk is ____.,No,No,Yes,No
FPMCK2P37RW2,goalpost,tall,short,reach,ankles,The goalpost was barely above Bills reach. The goalpost is ____.,The goalpost was barely above Bills ankles. The goalpost is ____.,No,No,No,No
C69D7VD39FKM,bowling ball,spherical,crooked,rolled,bounced,The bowling ball rolled down the lane. The bowling ball is ____.,The bowling ball bounced down the lane. The bowling ball is ____.,Yes,Yes,No,No
FPMCK2P37RW2,cummerbund,long,tiny,fat,thin,The fat man wore the cummerbund. The cummerbund is ____.,The thin man wore the cummerbund. The cummerbund is ____.,No,No,No,No
FPMCK2P37RW2,gramophone,portable,stuck,moveable,impossible ,"Sheila wanted to use the gramophone in the closet to listen to an old record, all depending on the moveable action of transferring it from under the boxes and clothing. The gramophone is ____.","Sheila wanted to use the gramophone in the closet to listen to an old record, all depending on the impossible  action of transferring it from under the boxes and clothing. The gramophone is ____.",Yes,No,No,No
FPMCK2P37RW2,earwig,poisonous,delicious,hurt,feed,An earwig is good to hurt someone. The earwig is ____.,An earwig is good to feed someone. The earwig is ____.,No,No,No,No
FPMCK2P37RW2,meat grinder,mechanical,computerized,handle,switch,I shifted the handle on the meat grinder. The meat grinder is ____.,I shifted the switch on the meat grinder. The meat grinder is ____.,No,No,No,No
FPMCK2P37RW2,counter,empty,filled,room,clutter,"Looking for somewhere to set down his bag, John saw that there was room on the counter. The counter is ____.","Looking for somewhere to set down his bag, John saw that there was clutter on the counter. The counter is ____.",No,No,No,No
C69D7VD39FKM,star fruit,edible,poisonous,rain,metals,The star fruit grew in an area with lots of heavy rain. The star fruit is ____.,The star fruit grew in an area with lots of heavy metals. The star fruit is ____.,No,No,No,No
XXKCFJGVJDTX,skin,smooth,coarse,silk,sandpaper,His skin felt like silk. The skin is ____.,His skin felt like sandpaper. The skin is ____.,No,No,No,No
FPMCK2P37RW2,pipe,cylindrical,square,sphere,corner,The pipe fit perfectly in the sphere. The pipe is ____.,The pipe fit perfectly in the corner. The pipe is ____.,No,No,No,No
FPMCK2P37RW2,credit card,valid,invalid,accepted,rejected,Joseph's credit card was accepted. The credit card is ____.,Joseph's credit card was rejected. The credit card is ____.,No,No,No,No
FPMCK2P37RW2,stamp,circular,scalloped,round,crinkled,Darren's new stamp in his collection was rather round. The stamp is ____.,Darren's new stamp in his collection was rather crinkled. The stamp is ____.,Yes,No,No,No
FPMCK2P37RW2,mug,cold,hot,fridge ,pot,The coffee poured into the mug was in the fridge . The mug is ____.,The coffee poured into the mug was in the pot. The mug is ____.,No,No,No,No
FPMCK2P37RW2,satellite,operational,inoperable,successful,irritated,Janet is successful when she tries to use the internet. The satellite is ____.,Janet is irritated when she tries to use the internet. The satellite is ____.,No,No,No,No
C69D7VD39FKM,tea,cold,scalding,iced,hot,Depending on if you prefer your tea iced might depend on the occasion in which you are drinking it. The tea is ____.,Depending on if you prefer your tea hot might depend on the occasion in which you are drinking it. The tea is ____.,Yes,Yes,No,No
FPMCK2P37RW2,cape,large,small,giant,bird,Meredith made a cape for a giant. The cape is ____.,Meredith made a cape for a bird. The cape is ____.,No,No,No,No
FPMCK2P37RW2,pipe,cylindrical,rectangle,round,cubical,Brad had to use a round pipe. The pipe is ____.,Brad had to use a cubical pipe. The pipe is ____.,No,No,No,No
9KNVR6X2DWC4,juicer,empty,full,drank,started,Ryan has drank his smoothie. The juicer is ____.,Ryan has started his smoothie. The juicer is ____.,No,No,No,No
FPMCK2P37RW2,hip,there,far,close,distant,I found the hip to be close. The hip is ____.,I found the hip to be distant. The hip is ____.,No,Yes,No,Yes
C69D7VD39FKM,toe,long,short,larger,smaller,"Suzy had to get larger shoes, on account of her abnormal toe. The toe is ____.","Suzy had to get smaller shoes, on account of her abnormal toe. The toe is ____.",Yes,Yes,No,No
FPMCK2P37RW2,berry,edible,poisonous,ripe,rotten,Bill picked a berry that smelled ripe. The berry is ____.,Bill picked a berry that smelled rotten. The berry is ____.,No,No,No,No
NFN2M74RPJ2Q,goalpost,tall,short,reach,ankles,The goalpost was barely above Bills reach. The goalpost is ____.,The goalpost was barely above Bills ankles. The goalpost is ____.,No,No,No,No
FPMCK2P37RW2,sundial,universal,local,everywhere,here,You can find a sundial everywhere. The sundial is ____.,You can find a sundial here. The sundial is ____.,Yes,No,No,No
FPMCK2P37RW2,trowel,long,short,lengthy,petite,I had to use a lengthy trowel. The trowel is ____.,I had to use a petite trowel. The trowel is ____.,Yes,No,No,No
FPMCK2P37RW2,cork,elastic,dry,new,old,Gorton's cork is new. The cork is ____.,Gorton's cork is old. The cork is ____.,No,No,No,No
FPMCK2P37RW2,figurine,small,gigantic,shelf,atrium,The figurine filled the shelf. The figurine is ____.,The figurine filled the atrium. The figurine is ____.,No,No,No,No
FPMCK2P37RW2,crib,empty,full,missing,sleeping,Susan went to get the baby from the crib but found him missing. The crib is ____.,Susan went to get the baby from the crib but found him sleeping. The crib is ____.,No,No,No,No
QHKQ32WVQEGN,gong,hollow,solid,Loud,Soft,Mark smash the side of the gong making a Loud rininging. The gong is ____.,Mark smash the side of the gong making a Soft rininging. The gong is ____.,No,No,Yes,Yes
FPMCK2P37RW2,hummus,edible,spoiled,served,discarded,Vicky served the hummus. The hummus is ____.,Vicky discarded the hummus. The hummus is ____.,No,No,No,No
NFN2M74RPJ2Q,sock,long,small,oversized,childlike,Bring me the sock that fits my oversized foot. The sock is ____.,Bring me the sock that fits my childlike foot. The sock is ____.,No,No,No,No
FPMCK2P37RW2,barcode,unique,common,None,All,None of the other packages had this barcode. The barcode is ____.,All of the other packages had this barcode. The barcode is ____.,No,No,No,No
XXKCFJGVJDTX,ring,empty,overflowing,absent,spilling,The group of people was absentfrom the ring. The ring is ____.,The group of people was spillingfrom the ring. The ring is ____.,Yes,Yes,No,No
NFN2M74RPJ2Q,thread,straight,bent,direct,lazy,The thread took a direct path between the two points. The thread is ____.,The thread took a lazy path between the two points. The thread is ____.,No,No,No,No
FPMCK2P37RW2,canister,empty,full,red,green,The gas mask canister indicator was flashing red. The canister is ____.,The gas mask canister indicator was flashing green. The canister is ____.,No,No,No,No
FPMCK2P37RW2,bulldozer,amphibious,wind-driven,pontoons,sails,The bulldozer featured enormous pontoons. The bulldozer is ____.,The bulldozer featured enormous sails. The bulldozer is ____.,No,No,No,No
QHKQ32WVQEGN,coffeemaker,mechanical,manual,press,remote,Mike activated coffeemaker using the press. The coffeemaker is ____.,Mike activated coffeemaker using the remote. The coffeemaker is ____.,No,No,No,Yes
NFN2M74RPJ2Q,yogurt,sweet,sour,days,months,"Jane found the yogurt hidden in the back of the fridge, days after purchasing it. The yogurt is ____.","Jane found the yogurt hidden in the back of the fridge, months after purchasing it. The yogurt is ____.",No,No,Yes,No
FPMCK2P37RW2,slime,poisonous,non-toxic,dangerous,unthreatening,The men who were handling the barrels of slime from the factory were instructed it was dangerous if inhaled. The slime is ____.,The men who were handling the barrels of slime from the factory were instructed it was unthreatening if inhaled. The slime is ____.,No,No,No,No
FPMCK2P37RW2,beetle,edible,harmful,nourishment,discomfort,The beetle will give you nourishment. The beetle is ____.,The beetle will give you discomfort. The beetle is ____.,No,No,No,No
FPMCK2P37RW2,checkbook,empty,full,ordered,stored,John ordered his checkbooks. The checkbook is ____.,John stored his checkbooks. The checkbook is ____.,No,No,No,Yes
FPMCK2P37RW2,potato,edible,growing,ripe,small,The potato was really ripe for cooking. The potato is ____.,The potato was really small for cooking. The potato is ____.,No,No,No,No
9KNVR6X2DWC4,kiwi,extinct,alive,exterminated,growing,Amy said kiwis are exterminated. The kiwi is ____.,Amy said kiwis are growing. The kiwi is ____.,Yes,No,No,No
FPMCK2P37RW2,spur,long,petite,trainer,child,The spur fit the trainer. The spur is ____.,The spur fit the child. The spur is ____.,No,No,No,No
C69D7VD39FKM,lanyard,gold,red,corn,cherries,The lanyard was the color of corn. The lanyard is ____.,The lanyard was the color of cherries. The lanyard is ____.,Yes,Yes,No,No
FPMCK2P37RW2,duck,extinct,alive,ninety,two,The duck is being referenced ninety years from now. The duck is ____.,The duck is being referenced two years from now. The duck is ____.,No,No,No,No
FPMCK2P37RW2,drill,simple,hard,easy,arduous,Susan had an easy time figuring out how to use the drill. The drill is ____.,Susan had an arduous time figuring out how to use the drill. The drill is ____.,No,No,No,No
FPMCK2P37RW2,syrup,sweet,bland,delicious,pointless,The syrup made a delicious accompaniment to Martin's pancakes taste. The syrup is ____.,The syrup made a pointless accompaniment to Martin's pancakes taste. The syrup is ____.,No,No,No,No
FPMCK2P37RW2,skunk,edible,noxious,delicious,gross,Tim ran over a skunk who looked delicious to bring home. The skunk is ____.,Tim ran over a skunk who looked gross to bring home. The skunk is ____.,No,Yes,No,No
FPMCK2P37RW2,periscope,transparent,clouded,glassy,filmy,When I tried the periscope it was glassy. The periscope is ____.,When I tried the periscope it was filmy. The periscope is ____.,No,No,No,No
C69D7VD39FKM,milkshake,sweet,sour,hours,months,The milkshake has been sitting in the fridge for hours. The milkshake is ____.,The milkshake has been sitting in the fridge for months. The milkshake is ____.,No,No,No,No
9KNVR6X2DWC4,sewing kit,expensive,cheap,lot,little,I had to pay a lot for the sewing kit. The sewing kit is ____.,I had to pay a little for the sewing kit. The sewing kit is ____.,No,No,No,No
QHKQ32WVQEGN,spur,long,petite,trainer,child,The spur fit the trainer. The spur is ____.,The spur fit the child. The spur is ____.,No,No,Yes,Yes
QHKQ32WVQEGN,valve,open,closed,allowed,stopped,The valve allowed the water's flow. The valve is ____.,The valve stopped the water's flow. The valve is ____.,No,No,No,No
NFN2M74RPJ2Q,coin,gold,copper,silver,wooden,I carry around a silver coin. The coin is ____.,I carry around a wooden coin. The coin is ____.,No,No,No,No
